Gene	OQ1	OQ2	OQ3	OQ4	OW1	OW2	OW3	OW4
FEX_0002368	35.00	8.00	0.00	11.00	17.00	15.00	77.00	59.00
FEX_0002369	72.00	50.00	169.00	101.00	105.00	104.00	99.00	122.00
FEX_0002370	490.00	422.00	215.00	369.00	621.00	611.00	665.00	360.00
FEX_0002371	2.00	15.00	43.00	8.00	13.00	14.00	6.00	1.00
FEX_0002372	3.00	1.00	4.00	1.00	3.00	2.00	2.00	0.00
FEX_0002373	1735.00	195.00	55.00	126.00	49.00	42.00	77.00	47.00
FEX_0002374	13.16	17.15	17.96	11.38	20.14	19.00	4.00	11.00
FEX_0002375	315.84	170.98	29.05	14.89	99.86	65.98	70.67	26.02
FEX_0002376	0.00	0.00	0.00	2.00	3.00	0.00	2.00	3.00
FEX_0002377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002378	14.00	9.12	32.01	19.00	10.99	14.00	33.02	18.01
FEX_0002379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002381	8.00	6.00	43.00	17.00	14.00	8.00	11.00	22.00
FEX_0002382	13.00	3.00	1.00	4.00	0.00	3.00	5.00	0.00
FEX_0002383	3.00	4.00	8.00	6.00	4.00	6.00	23.00	5.00
FEX_0002384	1.00	1.00	18.00	16.00	0.00	4.00	8.00	0.00
FEX_0002385	3.00	1.00	2.00	3.00	2.00	4.00	13.00	4.00
FEX_0002386	8.00	1.00	18.00	3.00	2.00	5.00	9.00	14.00
FEX_0002387	375.38	314.84	279.52	346.37	366.50	362.47	260.10	216.33
FEX_0002388	84.00	38.00	75.00	78.00	82.00	77.00	54.00	47.00
FEX_0002389	16.00	3.08	8.22	14.93	5.00	15.00	6.00	8.00
FEX_0002390	166.00	153.92	201.78	245.07	188.00	263.00	194.00	190.00
FEX_0002391	199.71	161.87	86.29	141.34	120.51	177.00	0.00	87.24
FEX_0002392	2.00	0.00	2.00	9.00	0.00	0.00	1.00	2.00
FEX_0002393	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0002394	4.00	1.00	8.00	2.00	0.00	2.00	0.00	1.00
FEX_0002395	5.00	0.00	8.00	4.00	3.00	2.00	1.00	0.00
FEX_0002396	29.00	9.00	18.00	13.00	2.00	26.00	38.00	21.00
FEX_0002397	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0002398	1.00	2.00	0.00	0.00	1.00	0.00	1.00	1.00
FEX_0002399	2.00	2.00	7.00	8.00	1.00	5.00	10.00	11.00
FEX_0002400	3.00	3.00	14.00	0.00	1.00	0.00	0.00	6.00
FEX_0002401	3.00	2.00	3.00	1.00	0.00	1.00	12.00	4.00
FEX_0002402	7.00	3.00	7.00	0.00	5.00	4.00	6.00	4.00
FEX_0002403	43.29	11.13	37.72	7.66	25.49	0.00	138.00	12.76
FEX_0002404	2.00	2.00	8.00	2.00	2.00	0.00	4.00	0.00
FEX_0002405	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
FEX_0002406	0.00	0.00	0.00	0.00	1.00	3.00	5.00	0.00
FEX_0002407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002408	0.00	1.00	2.00	0.00	0.00	5.00	4.00	0.00
FEX_0002409	38.17	54.89	44.80	61.13	56.08	89.62	136.40	35.17
FEX_0002410	1.00	8.00	3.00	5.00	3.00	11.00	4.05	3.00
FEX_0002411	788.83	790.11	537.20	1094.87	982.92	671.38	725.60	842.83
FEX_0002412	15.00	5.00	16.00	12.00	2.00	6.00	9.00	7.00
FEX_0002413	718.00	449.00	304.00	398.00	566.00	513.00	763.00	354.00
FEX_0002415	150.00	204.00	218.00	236.00	251.00	472.00	213.00	210.00
FEX_0002416	1.00	0.00	6.00	7.00	8.00	3.00	4.00	3.00
FEX_0002417	21.38	25.77	27.31	26.87	3.22	18.88	8.66	9.26
FEX_0002418	9.00	18.00	6.00	27.00	6.00	26.00	6.00	4.00
FEX_0002419	46.34	31.00	72.00	78.00	13.00	37.00	55.06	57.24
FEX_0002420	9507.00	6345.00	3413.21	3902.00	4856.00	4745.00	6107.00	3939.25
FEX_0002421	153.24	20.55	60.05	160.00	0.00	26.13	20.47	62.17
FEX_0002422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002423	223.76	109.45	418.95	321.00	153.03	138.87	121.53	92.99
FEX_0002424	4.15	1.13	1.10	2.23	0.00	1.21	2.35	0.00
FEX_0002425	911.85	850.25	538.27	662.62	625.75	748.73	522.47	255.00
FEX_0002426	585.77	411.62	280.90	443.15	608.00	646.05	700.18	633.00
FEX_0002427	1.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002428	1.00	2.00	0.00	2.00	6.00	1.00	2.00	0.00
FEX_0002429	661.25	806.53	539.37	726.97	1026.98	840.99	862.34	517.28
FEX_0002430	1328.75	1428.47	959.63	1379.03	1812.02	1777.01	1875.66	1241.72
FEX_0002431	323.30	227.85	170.49	238.22	402.56	408.01	397.36	202.26
FEX_0002432	17.00	2.00	8.24	7.08	5.00	17.00	14.00	28.28
FEX_0002433	210.00	160.12	295.00	161.00	272.00	852.25	352.70	276.60
FEX_0002434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002435	0.00	0.00	0.00	0.00	0.00	0.00	10.30	0.00
FEX_0002436	20.00	56.00	54.00	46.00	22.00	41.00	19.00	23.00
FEX_0002437	14.00	24.00	20.00	23.00	3.00	15.00	4.00	12.00
FEX_0002438	300.30	401.04	742.67	699.78	451.90	324.81	300.11	132.95
FEX_0002439	60.00	74.53	61.34	91.00	44.00	37.00	24.00	31.00
FEX_0002440	6.74	5.12	48.37	4.28	8.47	5.69	4.56	0.00
FEX_0002441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002442	1202.91	983.48	1404.94	845.65	965.88	1187.37	1204.57	924.67
FEX_0002443	1393.59	907.31	891.10	1386.98	1584.96	1124.33	1922.15	1190.82
FEX_0002444	665.53	524.26	386.69	605.88	1325.04	1367.57	1834.43	1409.92
FEX_0002445	3036.99	3503.68	2254.54	2894.33	3409.10	4154.58	4017.30	2209.37
FEX_0002446	754.01	801.32	407.46	515.67	510.90	526.42	559.70	379.63
FEX_0002447	51.00	68.00	430.00	351.00	18.00	43.00	50.00	2.00
FEX_0002448	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
FEX_0002449	131.00	104.00	252.00	120.00	139.00	129.00	102.00	157.00
FEX_0002450	1146.17	1049.56	911.72	1104.38	1270.34	2324.65	1657.94	1335.49
FEX_0002451	22.00	18.00	25.00	27.00	7.00	12.00	51.00	12.00
FEX_0002452	1131.47	1146.51	994.91	1093.74	612.45	567.90	450.53	285.51
FEX_0002453	16.53	56.49	43.09	93.26	89.55	73.10	63.47	104.49
FEX_0002454	8.00	5.00	16.00	4.00	3.00	8.00	17.00	13.00
FEX_0002455	1.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00
FEX_0002456	147.00	80.00	88.00	121.00	163.00	163.00	69.00	89.00
FEX_0002457	426362.63	81158.99	10841.06	15973.95	4776.73	3200.87	7442.07	1689.48
FEX_0002458	61.96	66.47	49.00	69.64	66.80	69.51	23.50	36.62
FEX_0002459	359.45	464.87	0.00	0.00	0.00	21.37	0.00	193.08
FEX_0002460	1124.16	1177.34	3540.65	2684.14	1511.47	1716.78	2491.80	622.90
FEX_0002461	5615.81	2297.10	1014.29	1520.28	1205.00	1398.47	860.63	934.02
FEX_0002462	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0002463	751.00	663.00	514.00	779.00	804.00	896.00	839.00	515.00
FEX_0002464	1037.53	572.21	595.03	517.93	348.20	267.06	177.25	149.69
FEX_0002465	101.51	93.73	25.97	31.88	54.25	42.61	28.36	38.72
FEX_0002466	5.00	6.00	19.08	6.34	0.00	0.00	1.00	0.00
FEX_0002467	833.80	586.27	334.89	488.40	1235.00	810.26	1390.16	1241.20
FEX_0002468	1387.95	1227.06	978.92	1095.85	1340.54	1853.33	754.39	876.58
FEX_0002469	65.89	54.59	37.44	39.23	32.72	41.12	27.15	38.91
FEX_0002470	417.11	381.41	312.56	475.77	1007.28	566.88	1002.85	865.09
FEX_0002471	0.00	0.00	0.00	1.00	1.00	2.00	6.00	5.00
FEX_0002472	23.02	23.00	22.00	31.00	69.00	89.00	38.06	22.02
FEX_0002473	633.00	617.82	649.74	609.86	1044.53	1085.58	812.83	825.60
FEX_0002474	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002476	5.62	2.00	8.91	4.07	1.00	0.00	3.01	0.00
FEX_0002477	5.72	2.03	7.05	8.01	3.00	0.00	3.97	2.91
FEX_0002478	75.07	53.99	34.90	0.00	95.55	75.96	160.10	137.98
FEX_0002479	168.74	151.18	126.13	129.06	189.59	241.08	271.26	210.65
FEX_0002480	20.99	44.04	54.82	65.36	28.42	120.91	37.30	24.03
FEX_0002481	13.94	4.88	3.56	14.29	7.06	12.45	11.98	14.95
FEX_0002483	23.00	1.00	7.00	0.00	0.00	6.00	2.03	3.01
FEX_0002484	1.00	1.01	1.00	2.00	0.00	3.12	0.00	0.00
FEX_0002485	3.00	1.00	2.00	0.00	2.00	4.00	1.00	1.00
FEX_0002487	668.65	375.89	216.57	351.44	640.79	493.84	913.97	913.76
FEX_0002488	293.76	539.30	463.14	559.26	241.50	325.90	151.67	149.07
FEX_0002489	2307.24	2302.70	1432.86	1992.74	1556.50	1709.10	1170.33	1107.67
FEX_0002490	1.00	2.00	0.00	5.00	1.00	0.00	0.00	0.53
FEX_0002491	44.89	34.88	16.30	37.68	26.92	76.76	54.80	49.54
FEX_0002492	681.11	455.12	193.70	331.32	814.08	714.24	939.20	734.46
FEX_0002493	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002494	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002495	7.74	3.13	1.00	7.60	3.50	1.07	3.25	1.08
FEX_0002496	2.00	0.00	0.00	1.00	0.00	74.00	2.00	0.00
FEX_0002497	8.00	6.00	25.00	16.00	5.00	3.08	5.09	5.00
FEX_0002498	1.00	1.00	5.00	3.00	0.00	0.00	8.00	0.00
FEX_0002499	23.00	32.00	70.00	23.00	37.00	24.00	29.00	36.00
FEX_0002500	106.00	52.90	53.00	102.49	99.00	127.89	128.90	78.75
FEX_0002501	0.00	3.10	0.00	1.51	0.00	1.11	1.10	2.25
FEX_0002502	926.00	950.00	1242.00	970.00	1667.00	1767.00	1519.00	1442.00
FEX_0002504	0.00	1.00	4.84	0.00	1.00	4.00	3.23	0.00
FEX_0002505	4.00	5.00	7.16	10.00	0.00	2.00	8.77	7.00
FEX_0002506	1.00	0.00	19.00	5.00	3.00	0.00	2.00	1.00
FEX_0002507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002508	44.00	7.00	56.00	49.00	12.00	30.00	51.00	21.00
FEX_0002509	281.82	295.66	289.42	310.25	360.49	235.86	190.22	148.03
FEX_0002510	935.84	625.11	469.67	654.16	1342.19	1350.22	1773.08	1126.22
FEX_0002511	65.34	30.23	57.92	107.59	187.32	300.91	241.70	335.75
FEX_0002512	1939.00	1886.00	1969.00	1535.00	1616.00	1694.00	1121.00	900.00
FEX_0002513	45.00	63.07	306.00	61.07	28.03	18.03	18.00	17.04
FEX_0002514	9.00	5.00	4.00	2.00	1.00	0.00	5.00	5.00
FEX_0002515	0.00	0.00	0.00	0.00	0.00	5.00	2.00	4.00
FEX_0002516	1.00	18.71	1.00	0.00	3.11	8.00	1.00	2.00
FEX_0002517	0.00	0.00	7.00	2.00	0.00	2.00	0.00	0.00
FEX_0002518	21.67	13.61	21.74	8.34	3.27	12.11	4.18	1.67
FEX_0002519	6.00	0.00	0.00	0.00	0.00	1.99	0.00	1.00
FEX_0002520	4.00	2.00	0.00	2.00	16.00	13.00	6.00	15.00
FEX_0002521	3.16	2.08	9.24	16.48	3.18	7.37	6.24	10.28
FEX_0002522	5.00	0.00	0.00	4.00	3.00	7.00	18.00	1.00
FEX_0002523	14.20	0.60	9.00	5.00	5.00	1.05	5.20	10.14
FEX_0002524	4.00	7.00	5.00	4.00	4.00	1.00	0.00	8.00
FEX_0002526	109.00	76.00	152.00	70.00	269.00	1706.00	472.00	243.00
FEX_0002527	1959.01	1258.02	852.07	1186.38	2644.47	2209.89	3323.13	2937.15
FEX_0002528	442.09	466.41	659.20	496.87	235.23	264.88	280.64	175.04
FEX_0002529	3486.75	3102.64	2798.20	3062.35	1668.62	1669.08	989.53	910.89
FEX_0002530	163.00	205.06	165.00	166.00	61.00	98.00	55.00	45.00
FEX_0002531	958.00	654.00	453.00	561.00	1568.00	1078.00	1710.00	1691.00
FEX_0002532	2.00	3.00	5.00	7.00	8.00	8.00	1.00	22.00
FEX_0002533	601.84	650.39	673.34	621.19	317.92	301.64	266.22	136.29
FEX_0002534	10.00	3.00	5.00	10.00	4.00	12.00	6.00	3.00
FEX_0002535	294.00	212.00	151.00	280.00	450.00	739.00	427.00	432.00
FEX_0002536	441.00	527.00	784.00	559.00	256.00	251.00	262.19	323.00
FEX_0002537	28.00	20.00	44.00	24.00	28.00	37.00	32.00	20.00
FEX_0002538	1133.94	826.61	666.17	817.81	1062.08	1391.08	1119.78	847.36
FEX_0002539	24.00	23.00	31.00	29.00	13.00	34.00	19.00	18.00
FEX_0002540	25.00	16.00	7.00	9.45	10.00	15.53	31.37	49.00
FEX_0002541	0.00	3.78	0.14	0.00	1.00	0.00	0.00	0.00
FEX_0002542	9.42	10.22	7.86	13.08	0.00	51.04	33.43	37.21
FEX_0002543	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002544	1.00	1.00	3.00	0.00	4.00	5.43	10.20	4.44
FEX_0002545	3.58	0.00	0.00	1.47	0.00	0.00	0.00	5.35
FEX_0002546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002547	20.00	6.00	14.00	19.00	11.00	21.00	11.00	1.00
FEX_0002548	101.08	49.05	49.49	76.54	11.18	72.09	127.27	197.14
FEX_0002549	12.54	4.00	12.95	20.73	0.00	8.00	30.00	3.08
FEX_0002550	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0002551	0.00	0.00	1.01	0.00	1.00	1.00	0.00	0.00
FEX_0002553	0.00	0.00	4.00	1.00	0.00	0.00	1.00	0.00
FEX_0002554	5.00	9.00	13.58	11.33	3.00	9.00	10.00	7.00
FEX_0002556	11.74	5.15	2.57	12.80	5.88	13.71	8.98	12.45
FEX_0002557	0.00	3.00	0.00	1.00	0.00	2.00	0.00	0.00
FEX_0002558	24.00	2.00	26.00	10.00	7.00	16.00	26.00	14.00
FEX_0002559	162.63	233.90	235.72	209.29	108.72	154.92	140.18	141.80
FEX_0002560	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0002561	2.29	2.02	1.33	1.05	1.00	1.00	4.00	0.00
FEX_0002562	17.00	14.00	11.00	2.00	5.00	7.00	2.00	6.00
FEX_0002563	3.00	1.00	1.00	2.07	0.00	4.00	1.00	4.00
FEX_0002564	0.00	1.01	1.01	0.00	0.00	4.05	2.04	0.00
FEX_0002565	33.00	4.00	10.00	10.00	3.00	9.00	20.00	5.00
FEX_0002566	3062.11	2269.07	1495.93	1711.99	1584.88	1440.46	1598.70	1385.84
FEX_0002567	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002568	3.60	0.00	1.28	7.01	0.00	20.00	25.38	0.00
FEX_0002569	5.40	11.00	3.72	0.00	2.00	0.00	3.68	4.00
FEX_0002570	203.94	308.25	261.67	416.15	323.03	592.67	489.47	175.12
FEX_0002571	8.00	0.00	4.00	3.00	0.00	2.00	1.00	0.00
FEX_0002573	0.00	1.14	3.65	6.54	0.00	2.22	2.36	1.73
FEX_0002574	1.00	0.00	8.95	4.03	1.00	2.30	3.57	0.00
FEX_0002575	0.00	0.00	10.98	2.00	0.00	0.00	0.00	0.34
FEX_0002576	7.00	1.00	2.03	3.09	0.00	1.91	2.96	3.00
FEX_0002577	854.12	1342.92	1411.71	1203.98	1943.69	1697.92	1037.14	1201.70
FEX_0002578	295.42	62.51	374.72	228.16	106.94	496.74	97.30	390.94
FEX_0002579	27.94	8.00	29.40	13.00	4.00	25.18	57.46	13.01
FEX_0002580	1.00	0.00	0.00	0.00	0.00	3.00	2.00	2.00
FEX_0002581	0.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00
FEX_0002582	8.00	6.02	4.12	8.18	7.10	16.12	14.54	8.25
FEX_0002584	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0002585	0.00	6.00	16.00	9.04	18.00	3.00	102.00	0.00
FEX_0002586	14.74	5.09	5.78	14.46	6.00	13.79	4.48	5.09
FEX_0002587	27.70	10.01	19.74	10.79	31.33	29.63	79.45	47.57
FEX_0002588	1.00	1.97	2.00	0.00	0.00	5.29	0.00	0.00
FEX_0002589	0.00	4.00	0.00	2.00	0.00	2.00	3.12	2.00
FEX_0002590	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0002591	118.93	47.35	143.82	119.48	59.57	102.14	138.39	141.79
FEX_0002592	0.00	1.00	2.00	7.00	0.00	5.85	13.00	9.00
FEX_0002593	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00
FEX_0002594	0.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00
FEX_0002595	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002596	1.00	0.00	1.00	1.00	0.00	1.00	0.00	3.00
FEX_0002597	3.00	0.00	0.00	3.00	2.00	0.00	1.00	0.00
FEX_0002598	4.00	195.00	114.00	19.01	0.00	173.41	70.10	0.98
FEX_0002599	823.78	781.67	1150.86	940.48	422.51	445.02	393.32	367.95
FEX_0002600	902.22	731.33	431.14	1023.40	752.49	710.98	565.00	495.05
FEX_0002601	174.12	157.10	116.04	145.15	273.08	284.29	205.38	231.46
FEX_0002602	17.00	25.00	7.00	23.00	13.00	15.00	9.00	16.00
FEX_0002603	1.00	2.00	11.00	1.26	10.00	1.00	9.00	2.00
FEX_0002604	1.00	1.00	0.00	0.00	0.00	2.08	0.00	0.00
FEX_0002605	1.00	0.00	1.00	0.00	0.00	1.00	5.00	4.00
FEX_0002606	0.00	0.00	1.12	0.00	0.00	0.00	2.00	0.00
FEX_0002607	2150.30	1463.63	1565.93	2352.17	1507.88	1801.97	998.71	795.64
FEX_0002608	607.70	350.00	389.70	367.67	632.12	635.53	914.00	585.36
FEX_0002609	0.00	1.37	65.37	7.16	0.00	2.51	1.29	0.00
FEX_0002610	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0002611	8.00	0.00	11.00	8.00	1.00	2.00	2.00	1.00
FEX_0002612	3.00	3.00	1.00	1.00	0.00	1.00	6.00	3.00
FEX_0002613	18.04	8.01	43.00	35.00	6.00	9.00	20.96	10.00
FEX_0002614	4.37	0.00	3.30	7.43	2.53	0.00	4.99	0.00
FEX_0002615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002616	14.47	4.96	7.87	22.94	14.84	15.07	6.20	24.81
FEX_0002617	28.35	10.25	5.19	22.28	6.83	19.16	25.80	21.93
FEX_0002618	4.00	0.00	4.00	1.00	1.00	0.00	2.00	1.00
FEX_0002619	137.00	129.00	433.00	178.00	324.00	258.00	192.00	304.00
FEX_0002620	0.00	10.00	161.00	4.00	3.00	2.00	1.10	2.00
FEX_0002621	7.54	7.82	88.55	7.00	5.00	1.00	6.20	10.71
FEX_0002622	216.99	126.38	244.33	193.70	55.10	127.19	53.42	37.42
FEX_0002623	7.09	23.00	43.01	3.20	4.81	35.93	23.00	12.47
FEX_0002624	12.91	0.00	0.00	20.80	18.19	0.00	0.00	0.00
FEX_0002625	6.00	3.00	3.00	0.00	5.00	0.00	0.00	0.00
FEX_0002626	0.00	5.00	7.00	5.00	3.00	4.00	5.00	7.00
FEX_0002627	3.00	3.00	1.00	3.00	1.00	1.00	6.00	7.01
FEX_0002628	14.00	0.00	1.00	2.00	9.00	1.00	4.00	0.00
FEX_0002630	1.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00
FEX_0002631	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002632	11.46	2.18	7.45	11.00	1.00	1.00	5.80	17.29
FEX_0002633	71.63	15.00	117.70	87.57	142.47	192.00	76.01	80.00
FEX_0002634	0.00	0.00	0.00	0.00	0.00	18.00	0.00	1.00
FEX_0002635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002636	0.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0002637	279.01	335.63	319.67	189.46	296.90	285.81	178.58	212.58
FEX_0002638	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002639	9.00	1.00	12.00	4.00	3.00	5.00	12.00	1.00
FEX_0002640	0.00	3.00	6.00	7.00	2.00	0.00	6.00	2.00
FEX_0002641	98.38	190.00	1674.48	483.71	302.37	189.94	550.45	25.00
FEX_0002642	5.62	0.00	22.52	6.29	2.63	8.06	11.55	0.00
FEX_0002643	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002644	3.00	0.00	0.00	0.00	1.00	1.00	6.00	0.00
FEX_0002645	32.00	33.00	155.00	48.00	11.00	14.00	6.00	11.00
FEX_0002646	200.00	187.00	483.00	238.00	315.00	228.00	177.00	249.00
FEX_0002647	4.00	9.00	16.54	14.90	28.94	15.00	8.67	2.00
FEX_0002648	2.00	2.00	5.46	4.10	5.06	7.00	4.33	2.00
FEX_0002649	123.00	82.00	413.88	160.00	150.00	147.00	118.00	164.00
FEX_0002650	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
FEX_0002651	15.00	7.00	20.85	31.00	0.00	12.00	16.00	12.01
FEX_0002652	1.00	0.00	0.00	2.00	0.00	6.00	3.00	1.00
FEX_0002653	11.00	6.00	22.00	17.00	14.00	4.00	13.00	1.00
FEX_0002654	61.74	5.25	27.64	32.61	3.53	8.00	20.27	15.63
FEX_0002655	425.22	489.00	723.00	461.00	336.00	426.00	271.00	295.00
FEX_0002656	16.73	34.54	21.43	58.92	47.46	12.32	22.19	13.59
FEX_0002657	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0002658	11.50	9.06	10.90	7.18	2.00	2.17	2.00	8.59
FEX_0002659	18.64	77.43	35.13	37.93	13.70	40.04	43.20	35.02
FEX_0002660	57.98	13.05	18.17	56.35	16.07	95.91	28.69	12.31
FEX_0002661	0.00	1.00	6.24	1.37	3.53	1.12	2.90	0.00
FEX_0002662	52.00	34.02	15.05	37.00	67.00	63.00	45.12	68.00
FEX_0002663	194.57	169.41	128.43	240.22	196.89	319.44	208.38	292.61
FEX_0002664	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0002665	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0002666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002667	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002668	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0002670	28.00	62.00	33.90	47.20	61.90	57.88	29.75	35.75
FEX_0002671	61.08	78.00	120.00	178.90	175.54	90.00	132.33	113.00
FEX_0002672	16.00	5.00	8.00	16.00	1.00	5.07	2.19	18.00
FEX_0002673	8.81	1.06	2.04	6.48	4.36	16.89	10.60	10.82
FEX_0002674	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002676	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002678	1.31	2.17	7.23	6.11	0.00	2.00	1.08	3.00
FEX_0002679	7.38	7.00	8.00	7.00	3.00	4.00	2.13	3.00
FEX_0002680	13.20	11.00	8.32	13.43	7.16	15.00	26.48	18.22
FEX_0002681	1.00	12.00	1.00	5.00	4.00	15.00	13.00	5.00
FEX_0002682	39.83	14.12	16.63	39.14	23.49	52.23	38.05	21.95
FEX_0002683	0.00	1.00	4.00	1.00	3.00	0.00	1.00	0.00
FEX_0002684	1.01	3.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0002685	0.00	0.00	0.00	1.00	1.00	1.00	1.00	0.00
FEX_0002686	2.00	1.00	5.63	3.00	0.00	0.00	9.00	3.00
FEX_0002687	1.00	1.00	15.11	8.00	1.00	2.49	3.00	1.73
FEX_0002688	27.08	31.13	28.00	30.00	12.00	16.36	11.51	5.00
FEX_0002689	5.00	4.00	2.00	5.00	0.00	2.59	0.00	0.00
FEX_0002690	7.00	3.00	49.00	10.00	2.00	1.00	7.00	4.00
FEX_0002692	225.37	276.03	223.26	141.65	151.01	135.64	100.46	98.66
FEX_0002693	24.00	13.00	40.00	51.00	17.04	14.00	28.05	5.00
FEX_0002694	4.04	7.35	0.00	0.00	4.94	0.00	3.58	0.00
FEX_0002695	12.14	4.88	9.27	14.18	4.10	18.12	4.51	7.08
FEX_0002696	222.44	258.62	201.45	281.99	220.96	212.25	265.22	266.43
FEX_0002697	635.56	426.38	725.58	504.03	376.07	377.82	317.81	176.57
FEX_0002698	17.82	34.00	112.91	36.00	34.00	52.76	32.90	38.96
FEX_0002699	1309.00	1334.00	3193.00	1665.00	1262.00	1145.00	917.00	899.00
FEX_0002700	4.63	0.00	1.00	0.00	3.00	0.00	0.00	0.00
FEX_0002701	483.34	542.71	486.37	442.16	534.32	324.54	323.46	260.11
FEX_0002702	177.66	148.29	135.63	120.84	122.68	222.46	149.55	174.89
FEX_0002703	1372.32	1401.13	633.49	429.51	821.22	747.46	690.75	969.28
FEX_0002704	107.41	149.66	61.75	27.63	75.21	43.03	48.00	32.32
FEX_0002705	1245.49	1287.61	1585.94	1109.53	1148.12	1276.93	993.45	911.74
