Gene	OW1	OW2	OW3	OW4	YW2	YW3	YW4	YW5
FEX_0003697	3.00	1.00	6.00	1.00	1.00	1.00	5.00	0.00
FEX_0003698	1074.00	902.00	784.00	700.00	1353.00	1081.00	981.00	281.00
FEX_0003699	172.00	138.00	126.00	126.00	238.00	148.00	165.25	168.00
FEX_0003700	203.00	197.00	219.00	111.00	94.00	585.00	156.00	25.00
FEX_0003701	121.00	187.00	137.00	33.00	255.00	500.00	408.00	226.00
FEX_0003702	2.00	5.00	13.00	5.00	7.00	3.00	0.00	0.00
FEX_0003703	0.00	5.68	2.13	1.12	0.00	1.11	1.09	0.00
FEX_0003705	29.55	22.15	23.87	28.00	42.75	29.89	31.91	2.27
FEX_0003706	18.45	25.16	16.00	30.88	49.25	26.00	20.00	35.73
FEX_0003707	5.00	3.00	20.00	1.00	1.00	14.00	3.00	1.00
FEX_0003708	6.00	4.00	8.00	15.00	52.00	27.00	37.00	92.00
FEX_0003709	0.00	0.00	5.00	2.00	0.00	0.00	2.00	2.00
FEX_0003711	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003712	0.00	0.00	0.00	0.00	1.00	0.00	1.00	2.00
FEX_0003713	4225.00	4795.00	14078.00	3998.00	1896.00	3045.00	2616.00	1157.00
FEX_0003714	3.00	5.00	4.00	2.00	10.00	9.00	8.00	14.00
FEX_0003715	8.52	10.52	12.16	2.40	8.74	16.45	18.32	4.60
FEX_0003716	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003717	342.60	323.99	467.93	122.61	266.20	539.30	352.34	257.31
FEX_0003718	30.40	107.37	45.68	59.40	30.85	55.88	31.41	1.69
FEX_0003719	0.00	0.02	0.00	54.90	0.00	0.00	0.00	0.00
FEX_0003720	1.00	5.00	14.00	3.00	0.00	11.87	16.00	12.00
FEX_0003721	711.00	510.00	1183.00	1302.00	234.00	429.00	858.00	43.00
FEX_0003722	1.00	1.00	1.00	2.70	1.00	0.00	1.00	2.00
FEX_0003723	0.00	2.00	1.00	5.00	0.00	0.00	2.00	1.00
FEX_0003724	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003725	59.00	78.00	61.00	57.00	89.00	39.00	70.00	78.00
FEX_0003726	0.00	1.00	2.00	0.00	1.01	0.00	0.00	2.00
FEX_0003727	175.00	223.00	332.00	279.00	105.00	137.00	191.00	25.00
FEX_0003728	4.00	3.00	0.00	2.30	0.00	2.00	1.00	0.00
FEX_0003729	9.00	23.00	22.00	5.00	2.00	22.00	10.00	23.00
FEX_0003730	6.00	5.00	2.00	0.00	1.00	2.00	4.00	2.00
FEX_0003731	6.00	14.00	1.00	6.00	28.00	12.00	11.00	57.00
FEX_0003732	1.00	0.00	0.00	0.00	11.00	0.00	3.00	18.00
FEX_0003733	1.00	2.00	0.00	0.00	6.00	0.00	1.00	6.00
FEX_0003734	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003735	1723.99	1914.00	1919.00	1267.00	2569.00	1895.00	1941.00	854.00
FEX_0003736	8.80	8.85	8.86	15.50	145.10	26.57	35.23	179.60
FEX_0003737	432.20	678.15	276.14	340.50	1323.90	690.44	586.77	671.40
FEX_0003738	2265.00	2251.00	2301.00	1385.00	3620.00	5248.00	3495.00	5612.00
FEX_0003739	46.00	98.00	36.00	163.00	165.00	155.00	193.00	115.00
FEX_0003740	221.51	300.52	275.86	346.09	520.17	198.71	292.60	147.44
FEX_0003741	908.22	391.99	663.95	332.18	663.99	454.59	370.25	189.06
FEX_0003742	636.11	432.06	659.60	717.33	1005.41	618.15	695.05	706.39
FEX_0003743	2363.72	1205.79	1290.90	772.99	2060.16	1610.37	1109.24	483.15
FEX_0003744	351.43	572.65	245.70	238.07	927.31	413.19	535.51	183.60
FEX_0003745	357.05	290.07	799.00	75.50	83.00	99.00	120.41	56.46
FEX_0003746	654.88	760.59	481.38	460.92	1619.58	734.86	766.27	454.38
FEX_0003747	1614.12	1501.41	3056.62	2708.08	466.42	1310.14	1968.73	178.62
FEX_0003748	365.00	345.00	249.00	227.00	995.05	721.53	604.38	461.02
FEX_0003749	0.00	0.00	0.00	0.00	25.22	14.62	3.62	74.84
FEX_0003750	4.00	4.00	10.00	13.00	1.00	5.00	6.00	1.00
FEX_0003751	34.00	38.98	86.83	33.00	54.05	63.00	51.00	23.01
FEX_0003752	2398.00	980.00	1972.00	201.00	283.73	14563.85	5851.00	289.14
FEX_0003753	0.00	0.00	0.00	1.00	0.00	3.00	1.00	1.00
FEX_0003754	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003755	823.00	1205.00	652.00	822.00	842.00	1274.00	972.00	509.00
FEX_0003756	374.11	388.00	288.00	233.00	1187.00	773.45	710.34	1449.73
FEX_0003757	699.98	874.80	674.32	512.67	931.28	743.57	1415.34	182.39
FEX_0003758	330.02	176.68	358.68	97.33	159.72	277.43	227.92	39.61
FEX_0003759	154.91	41.40	85.50	108.18	101.23	103.07	170.20	16.22
FEX_0003760	141.09	150.60	200.50	248.82	60.77	144.93	175.80	21.78
FEX_0003761	534.12	374.02	889.46	879.38	148.11	215.13	425.03	20.00
FEX_0003762	916.49	820.06	954.53	760.37	2072.58	996.24	1008.09	588.38
FEX_0003763	685.39	609.92	733.01	490.25	605.31	488.63	615.88	357.82
FEX_0003764	190.00	261.00	530.00	216.20	297.00	416.00	322.00	402.00
FEX_0003766	208.00	201.00	215.00	261.00	324.00	224.00	211.00	211.00
FEX_0003767	847.00	999.17	537.00	423.00	1691.00	1063.32	883.30	667.02
FEX_0003768	1586.00	1742.00	1530.00	1138.00	2469.00	2456.00	2152.00	1185.00
FEX_0003769	121.04	87.63	335.41	25.78	418.39	242.02	188.45	234.82
FEX_0003770	226.96	403.37	195.59	251.22	1225.61	582.98	534.55	400.18
FEX_0003771	3318.37	2524.36	6288.83	1893.86	1980.92	3344.45	4253.69	645.61
FEX_0003772	603.77	505.85	1321.80	254.99	608.74	629.01	567.19	188.72
FEX_0003773	227.87	168.80	414.37	19.15	77.34	1194.54	366.11	62.68
FEX_0003774	599.95	628.76	334.70	639.30	3657.37	2266.56	1643.44	2491.59
FEX_0003775	432.05	653.24	386.30	441.70	328.63	751.44	355.56	215.41
FEX_0003776	238.00	265.00	339.00	131.00	475.00	400.00	306.00	408.00
FEX_0003777	98.25	142.55	128.26	106.78	346.12	179.67	182.29	253.24
FEX_0003778	525.75	856.45	611.74	407.22	1152.88	633.33	978.71	432.76
FEX_0003779	3163.64	3593.18	3131.94	2713.89	6209.58	5124.41	3665.26	4257.19
FEX_0003780	733.09	768.40	751.93	387.01	718.16	643.60	1030.33	128.86
FEX_0003781	1461.65	1342.74	1752.45	1094.22	1940.71	978.95	1380.42	248.78
FEX_0003782	822.35	1163.26	936.55	668.78	1149.29	663.05	627.58	249.22
FEX_0003783	3344.00	2564.00	3449.00	2227.00	2139.00	2625.00	3207.00	666.00
FEX_0003784	0.00	0.00	0.00	0.00	3.36	0.00	0.00	4.13
FEX_0003785	0.00	16.00	5.00	9.00	44.64	4.00	5.00	55.87
FEX_0003786	11.00	19.00	21.00	12.00	21.00	15.00	26.00	17.00
FEX_0003787	0.00	4.70	4.29	0.00	3.00	10.00	1.00	7.77
FEX_0003788	5.16	30.30	49.09	48.02	4.00	11.00	14.00	5.27
FEX_0003789	0.00	0.00	2.00	1.00	0.00	4.00	3.00	2.00
FEX_0003790	5.00	8.00	17.00	5.00	4.00	16.00	6.00	5.00
FEX_0003791	2.83	12.19	13.32	6.05	5.04	17.18	5.06	10.08
FEX_0003792	3.00	19.00	11.00	12.00	20.00	18.00	16.00	24.00
FEX_0003793	29.00	39.33	21.01	29.00	149.00	84.00	97.00	125.00
FEX_0003794	2.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0003795	934.00	709.00	718.00	455.00	720.00	434.00	369.00	100.00
FEX_0003796	883.00	1240.00	528.00	839.00	3067.00	2061.00	1356.00	2067.00
FEX_0003797	10.04	50.87	37.17	15.00	53.00	35.28	29.00	134.93
FEX_0003798	8.00	22.00	46.00	15.00	7.00	32.00	21.00	19.00
FEX_0003799	3.00	9.00	3.00	11.00	20.00	7.00	8.00	8.00
FEX_0003800	1.00	7.00	7.00	5.00	6.00	10.00	3.00	5.00
FEX_0003801	24.00	39.00	54.00	28.00	22.00	36.00	54.00	17.00
FEX_0003802	14.00	24.00	21.00	3.00	6.00	9.00	19.00	15.00
FEX_0003803	0.00	0.00	0.00	0.00	0.00	8.51	0.00	159.57
FEX_0003804	377.63	277.82	395.03	188.83	660.15	312.64	225.58	32.76
FEX_0003805	73.67	0.00	95.36	115.86	6.16	359.94	167.13	301.83
FEX_0003806	2692.23	2480.22	2911.27	2120.58	1878.67	3157.84	3043.31	483.33
FEX_0003807	119.64	246.44	30.16	105.40	734.68	117.38	206.31	16.89
FEX_0003808	718.00	653.00	1057.00	774.00	689.00	647.00	1052.00	747.00
FEX_0003809	67.00	35.00	8.00	21.00	57.00	42.00	59.00	13.00
FEX_0003810	102.00	125.00	62.00	51.00	909.00	364.00	319.00	923.00
FEX_0003811	218.25	147.88	157.70	132.62	194.29	285.44	194.33	64.53
FEX_0003812	161.75	134.12	126.30	131.38	748.71	608.56	283.67	225.47
FEX_0003813	6.00	1.00	11.00	1.00	7.57	7.71	3.58	5.20
FEX_0003814	1.00	3.00	4.00	0.00	8.43	5.29	1.42	5.80
FEX_0003815	0.00	0.00	0.00	0.00	2.00	3.00	1.00	0.00
FEX_0003816	10.00	29.00	5.00	15.00	0.00	3.00	1.00	5.00
FEX_0003817	45.76	30.98	18.00	44.78	114.79	68.81	46.60	22.88
FEX_0003818	852.27	919.11	701.56	588.80	1560.29	1143.00	1104.11	913.03
FEX_0003819	7.00	4.00	15.00	6.00	6.00	3.00	14.00	2.00
FEX_0003820	312.73	222.89	418.45	369.20	139.71	167.00	413.91	52.97
FEX_0003821	4.00	21.00	23.00	19.00	1.00	20.00	14.00	14.00
FEX_0003822	17.00	15.00	16.00	8.00	19.00	24.00	12.00	9.00
FEX_0003823	328.00	281.00	123.00	219.00	279.00	383.00	216.00	331.00
FEX_0003824	393.30	347.48	300.78	176.62	442.70	536.01	466.74	229.71
FEX_0003825	69.70	52.52	66.22	26.41	111.32	80.01	35.26	77.29
FEX_0003826	111.00	157.00	49.00	120.00	376.00	164.00	111.00	184.00
FEX_0003827	29.00	31.00	10.00	32.00	40.00	14.00	51.00	38.00
FEX_0003829	0.00	0.00	0.00	0.00	4.00	0.00	0.00	1.00
FEX_0003831	30.00	47.00	29.00	11.00	163.00	81.00	82.00	45.00
FEX_0003832	144.94	219.17	125.66	78.16	160.80	169.55	188.48	47.00
FEX_0003833	878.06	518.83	696.34	516.84	353.20	564.45	731.52	142.00
FEX_0003834	194.92	110.42	212.14	101.61	58.28	195.43	173.61	30.16
FEX_0003835	883.25	966.52	1046.86	952.39	636.72	791.72	1070.52	96.87
FEX_0003836	568.76	570.72	387.50	366.23	1403.81	1045.60	738.72	869.41
FEX_0003837	2.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003838	34.21	0.00	6.50	30.78	80.94	52.23	14.28	80.51
FEX_0003839	222.25	544.01	324.42	214.26	358.66	268.41	221.70	227.98
FEX_0003840	1.05	0.00	0.00	1.05	13.52	9.98	6.19	9.23
FEX_0003841	1887.07	5015.44	1984.95	1877.15	229.11	179.23	340.89	29.56
FEX_0003842	1142.44	993.45	1367.94	873.19	754.66	826.46	1398.19	151.18
FEX_0003843	1688.56	1469.65	1657.24	1336.72	949.85	1291.97	1885.60	197.47
FEX_0003844	32.03	68.07	15.26	67.29	47.18	34.53	36.09	6.56
FEX_0003845	207.23	218.60	234.83	165.13	21.62	90.68	120.37	0.00
FEX_0003846	197.32	146.62	139.27	161.50	417.27	335.24	273.46	300.75
FEX_0003847	916.42	1018.90	893.63	1160.07	420.93	866.56	803.45	77.69
FEX_0003848	1.92	6.00	12.78	3.33	0.00	5.00	9.04	18.39
FEX_0003849	11.20	4.27	5.00	8.26	23.00	17.44	14.73	28.00
FEX_0003850	0.00	0.00	3.00	0.00	0.00	0.00	7.00	4.00
FEX_0003851	0.00	3.00	0.00	6.00	0.00	2.00	5.00	6.00
FEX_0003852	0.00	3.00	1.00	0.00	4.00	20.00	8.00	5.00
FEX_0003853	0.00	1.00	2.00	0.00	3.00	3.00	6.00	3.00
FEX_0003854	14.00	31.00	12.00	9.00	25.00	10.00	3.00	18.00
FEX_0003855	19.00	49.00	58.00	31.00	6.00	12.00	16.00	17.00
FEX_0003856	0.00	3.00	5.00	6.04	0.00	11.00	11.02	3.04
FEX_0003857	40.00	67.00	19.00	56.00	23.00	96.00	85.00	19.00
FEX_0003858	11.00	21.04	31.00	17.00	38.00	31.87	17.98	86.65
FEX_0003859	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0003860	8.00	3.00	20.00	6.00	5.00	20.00	14.00	14.00
FEX_0003861	1.00	12.00	5.00	3.00	0.00	16.00	1.00	14.00
FEX_0003862	687.00	640.00	598.00	639.00	1457.00	893.00	1028.00	895.00
FEX_0003863	5.00	3.00	9.00	2.00	0.00	14.00	8.00	10.00
FEX_0003864	489.00	716.00	524.00	597.00	474.00	597.00	1121.00	199.00
FEX_0003865	1154.83	1742.32	2065.66	1046.68	1810.36	1164.83	1925.67	655.55
FEX_0003866	1154.86	1003.10	1257.91	719.48	1269.93	752.95	1008.94	219.68
FEX_0003867	2458.70	2082.78	1261.17	1428.78	6360.50	3636.06	2519.93	1351.75
FEX_0003868	1170.18	1003.03	1136.56	853.70	2006.83	1742.82	1545.19	1642.09
FEX_0003869	3.12	10.20	16.27	13.52	47.01	18.12	19.90	31.16
FEX_0003870	920.90	939.36	591.29	486.12	1696.70	1621.82	1079.04	1339.83
FEX_0003871	38.00	50.00	22.00	31.00	76.00	62.00	37.70	76.00
FEX_0003872	27.10	51.64	12.71	21.88	14.71	7.18	5.26	28.17
FEX_0003873	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0003874	216.62	258.98	104.24	127.94	464.95	252.59	183.36	292.42
FEX_0003875	105.27	247.33	187.54	143.42	327.46	173.18	285.07	445.55
FEX_0003876	235.11	299.11	274.36	179.70	394.83	402.25	395.19	250.65
FEX_0003877	109.42	184.07	144.16	270.59	174.54	176.94	149.13	157.68
FEX_0003878	176.00	212.00	256.00	58.00	224.00	304.00	209.00	62.00
FEX_0003879	18.69	1.15	2.99	6.41	11.77	0.00	18.91	11.13
FEX_0003880	0.00	5.83	3.85	0.00	7.69	13.06	16.96	12.21
FEX_0003881	0.00	4.00	0.00	0.00	2.00	10.00	0.00	1.00
FEX_0003882	0.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00
FEX_0003883	76.26	200.60	134.46	57.06	134.68	124.67	75.74	93.74
FEX_0003884	163.69	143.57	25.04	85.50	134.81	140.92	174.56	15.86
FEX_0003885	61.05	131.83	98.50	53.44	84.51	54.40	116.70	127.39
FEX_0003886	2329.99	1254.97	2119.82	1218.95	522.93	2459.62	1340.79	81.56
FEX_0003887	215.35	335.82	91.41	44.96	180.87	159.68	162.30	67.44
FEX_0003888	1011.82	835.49	647.23	466.60	1288.42	1114.27	745.87	748.78
FEX_0003889	64.85	57.72	35.54	71.49	210.77	91.42	95.05	119.22
FEX_0003890	350.00	352.17	581.00	279.00	221.08	355.46	448.91	81.00
FEX_0003891	0.00	6.83	0.00	0.00	1.92	1.54	3.09	0.00
FEX_0003892	8.84	17.79	4.54	10.17	2.22	3.76	18.02	2.75
FEX_0003893	1.55	9.61	6.95	7.70	6.52	3.83	3.86	1.50
FEX_0003894	82.64	96.61	52.51	73.42	149.61	87.79	92.38	59.99
FEX_0003895	2.96	0.00	0.00	3.71	36.65	6.62	19.74	14.76
FEX_0003896	78.92	66.16	38.56	61.48	146.75	90.32	145.34	98.15
FEX_0003897	45.08	41.84	17.44	16.52	51.25	103.68	28.66	97.85
FEX_0003898	20.20	41.59	14.25	11.08	23.27	19.34	42.62	19.27
FEX_0003899	4.00	1.00	5.00	1.00	2.00	2.00	3.00	1.00
FEX_0003900	1.00	1.00	17.00	5.00	2.00	4.00	2.81	0.00
FEX_0003902	0.00	1.00	0.00	3.00	0.00	0.00	0.00	0.00
FEX_0003903	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003904	0.00	0.00	1.00	0.00	0.00	0.00	6.00	1.00
FEX_0003905	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00
FEX_0003906	5.00	10.00	16.00	6.00	7.00	3.00	3.00	1.00
FEX_0003907	1.00	1.00	2.00	1.00	0.00	12.00	3.00	0.00
FEX_0003908	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00
FEX_0003909	276.97	457.92	216.99	338.87	626.57	646.55	505.61	535.25
FEX_0003910	189.18	248.88	180.29	163.48	341.90	462.04	382.97	110.92
FEX_0003911	440.82	250.12	355.71	313.52	258.23	400.96	405.03	45.08
FEX_0003912	1.03	1.08	1.01	5.13	21.43	16.45	4.39	32.75
FEX_0003913	50.00	17.00	7.00	2.00	17.00	42.00	23.00	9.00
FEX_0003914	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0003915	164.75	104.37	128.03	124.65	70.42	76.88	124.56	4.74
FEX_0003916	900.25	495.63	904.97	873.35	311.58	441.12	689.44	34.26
FEX_0003917	642.00	427.00	590.00	424.00	379.00	385.00	613.00	54.00
FEX_0003918	1674.58	1341.30	1862.25	1899.24	1365.07	1531.29	1700.99	526.97
FEX_0003919	209.42	326.35	282.44	225.33	334.93	161.56	144.58	71.27
FEX_0003920	600.67	762.81	944.55	597.88	518.24	469.30	738.17	87.40
FEX_0003921	25.00	21.00	18.00	24.00	137.00	66.00	35.00	164.00
FEX_0003922	78.07	76.28	59.42	44.12	308.46	143.86	85.87	474.52
FEX_0003923	1692.93	1015.72	1575.58	1101.88	625.54	922.14	994.13	87.48
FEX_0003924	207.00	242.00	173.00	86.00	355.00	201.00	195.00	82.00
FEX_0003925	2508.83	4027.85	2085.46	2281.71	6468.27	5854.62	3056.09	1481.52
FEX_0003926	162.17	131.15	105.54	100.29	257.73	197.38	143.91	53.48
FEX_0003927	6.00	23.00	12.00	9.00	1.00	17.00	23.00	5.00
FEX_0003928	15.00	1.00	8.00	8.00	2.00	12.00	0.00	8.00
FEX_0003929	3.93	8.17	40.74	18.35	6.68	29.52	11.61	3.21
FEX_0003930	61.00	46.00	17.00	22.00	272.00	122.00	80.00	257.00
FEX_0003931	2.00	1.00	4.00	4.00	0.00	1.00	1.00	0.00
FEX_0003932	8.00	13.00	11.00	14.00	17.00	7.00	14.00	23.00
FEX_0003933	10.00	9.00	7.00	12.00	19.00	15.00	12.00	17.00
FEX_0003934	952.18	809.05	1107.24	1413.74	316.29	611.85	858.62	44.08
FEX_0003935	214.82	236.95	209.76	158.26	415.71	299.15	257.38	130.92
FEX_0003936	441.00	423.00	467.00	651.00	277.00	294.00	709.00	80.00
FEX_0003937	366.00	478.00	376.00	256.00	871.00	535.00	519.00	248.00
FEX_0003938	204.00	244.00	165.00	133.00	393.00	168.00	102.00	304.00
FEX_0003939	8.00	33.00	19.00	6.00	2.00	3.00	11.00	9.00
FEX_0003941	6218.38	5591.97	4882.72	4655.46	15237.61	11660.84	11099.53	5112.19
FEX_0003942	634.69	486.19	610.36	530.93	385.12	529.30	599.58	155.48
FEX_0003943	133.55	67.88	129.98	139.02	118.11	73.22	119.69	40.49
FEX_0003944	35.38	15.97	10.93	15.59	245.00	123.04	37.03	157.71
FEX_0003945	4.00	10.00	7.00	7.00	0.00	8.00	4.00	1.00
FEX_0003946	2.00	2.00	7.00	1.00	2.00	2.00	21.00	0.00
FEX_0003947	2.00	22.07	5.00	14.00	0.00	4.00	1.00	6.00
FEX_0003948	585.96	729.13	834.56	434.18	1236.29	1383.73	1062.67	319.26
FEX_0003949	115.48	102.21	94.63	99.09	276.35	139.76	120.63	68.52
FEX_0003950	8.12	43.40	30.00	58.15	58.00	58.00	36.00	35.00
FEX_0003951	332.38	331.38	236.01	215.20	1354.61	715.21	572.09	395.58
FEX_0003952	196.13	157.05	196.82	145.06	631.58	295.79	259.25	260.09
FEX_0003953	747.49	595.57	769.18	598.59	756.81	584.00	668.66	544.33
FEX_0003954	147.19	186.65	134.69	188.09	390.51	299.05	269.94	192.86
FEX_0003955	272.39	295.34	202.71	200.27	744.75	267.46	280.91	443.94
FEX_0003956	35.55	24.18	12.63	21.80	216.51	65.05	43.52	205.74
FEX_0003957	2052.17	1320.69	1541.97	453.50	1557.06	5230.35	2020.77	350.78
FEX_0003958	222.70	267.15	0.00	118.34	704.18	557.09	301.85	394.67
FEX_0003959	275.82	178.85	290.13	342.35	121.52	200.95	284.25	17.01
FEX_0003960	46.63	53.51	70.27	53.37	30.91	53.86	105.38	5.99
FEX_0003961	0.00	2.00	3.00	1.00	3.00	1.00	0.00	0.00
FEX_0003962	2.00	2.00	3.00	2.00	1.00	7.00	1.00	3.00
FEX_0003963	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
FEX_0003964	0.00	0.00	0.00	2.00	1.00	2.03	0.00	1.01
FEX_0003965	0.00	0.00	0.00	2.00	1.00	0.00	1.00	1.00
FEX_0003966	36.22	74.51	53.43	57.27	106.18	80.84	18.10	31.94
FEX_0003967	0.00	5.86	2.88	1.00	4.00	7.95	3.16	5.00
FEX_0003969	0.00	0.00	9.03	1.29	0.00	8.01	2.00	11.00
FEX_0003970	44.80	30.10	19.64	39.78	289.44	99.18	58.67	87.69
FEX_0003972	35.08	40.19	16.05	23.12	43.05	69.15	28.03	3.01
FEX_0003973	0.00	2.00	1.00	5.00	4.00	0.00	2.00	1.00
FEX_0003974	0.00	2.00	1.08	6.30	0.00	0.00	0.00	3.23
FEX_0003975	4.00	2.00	14.00	3.00	2.00	0.00	1.00	0.00
FEX_0003976	0.00	0.00	3.00	0.00	1.00	0.00	0.00	1.00
FEX_0003977	7.76	15.14	12.80	9.57	27.04	14.83	11.62	8.14
FEX_0003979	20.00	53.00	20.00	8.00	26.00	21.00	14.00	24.00
FEX_0003980	34.00	49.00	33.00	44.00	62.00	87.00	73.00	29.00
FEX_0003981	362.00	389.00	271.00	252.00	467.00	419.00	512.00	66.00
FEX_0003982	10.00	8.00	12.16	9.00	2.00	18.21	6.09	0.00
FEX_0003983	379.00	425.00	561.84	272.00	751.00	581.79	560.91	227.00
FEX_0003984	1436.33	1732.43	1050.60	1234.91	2655.38	1254.01	1431.45	485.40
FEX_0003985	249.51	52.72	66.02	78.60	812.33	120.75	122.32	1140.20
FEX_0003986	29.09	16.00	11.25	11.07	5.01	12.37	30.17	10.19
FEX_0003988	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00
FEX_0003989	266.58	275.03	275.74	187.07	374.28	433.47	282.25	266.48
FEX_0003990	2.85	2.80	1.00	1.00	3.50	1.70	1.88	2.00
FEX_0003991	3.01	24.30	7.35	0.00	6.54	4.44	1.61	5.21
FEX_0003992	266.14	270.90	344.85	234.00	757.96	541.86	407.51	254.79
FEX_0003993	32.00	18.00	15.00	21.00	20.00	37.00	30.00	14.00
FEX_0003994	12.19	26.42	17.14	19.44	30.19	33.45	41.16	14.05
FEX_0003995	48.00	82.00	49.00	69.00	52.00	20.00	60.00	33.00
FEX_0003996	102.00	132.00	68.00	74.00	232.00	152.00	163.00	107.00
FEX_0003997	44.23	66.15	7.67	7.85	21.53	14.92	7.53	19.91
FEX_0003998	91.14	0.00	148.85	107.56	318.46	250.45	160.45	271.22
FEX_0003999	36.00	42.00	41.00	43.00	23.00	37.00	58.00	26.00
FEX_0004000	12.00	15.15	14.21	19.00	25.00	22.00	21.08	18.00
FEX_0004001	0.00	80.49	43.59	59.45	22.35	28.93	28.52	3.04
FEX_0004002	85.00	78.52	44.84	29.56	232.82	186.84	100.48	111.28
FEX_0004003	320.61	490.73	214.13	354.36	1366.46	630.52	566.06	1027.47
FEX_0004004	277.00	253.00	259.13	169.00	562.00	813.00	550.04	538.00
FEX_0004005	290.00	364.00	229.00	212.00	658.00	368.00	322.00	461.00
FEX_0004007	82.63	186.36	111.00	87.99	227.73	119.11	144.96	140.31
FEX_0004008	11.37	1.64	0.00	6.01	7.27	3.89	6.04	4.69
FEX_0004009	2.00	0.00	8.00	5.00	7.00	5.00	3.00	6.00
FEX_0004010	19.00	34.00	15.00	6.00	24.00	5.00	21.00	17.00
FEX_0004011	40.00	68.00	51.00	55.00	39.00	58.00	25.00	67.00
FEX_0004012	8.57	16.81	27.35	17.36	16.22	13.64	4.61	28.01
FEX_0004014	0.00	0.00	0.00	4.03	4.47	0.00	0.00	17.36
FEX_0004015	3.00	1.00	1.00	0.00	0.00	3.00	4.00	0.00
FEX_0004016	17.00	39.00	14.00	24.00	46.00	26.00	20.00	49.00
FEX_0004017	28.26	16.89	33.45	20.40	195.52	73.25	56.19	131.65
FEX_0004018	136.70	213.35	197.22	179.00	219.78	160.00	157.00	66.00
FEX_0004019	4.00	3.00	4.00	4.00	6.00	2.00	3.00	5.00
FEX_0004020	9.00	15.00	6.00	13.00	11.00	6.00	4.00	3.00
FEX_0004021	1227.48	1442.58	2115.58	1989.06	1106.20	1020.25	1293.70	240.08
FEX_0004022	2466.89	2121.95	2088.31	1654.43	2577.91	2748.59	2333.62	1833.83
FEX_0004023	213.92	215.12	154.88	98.51	785.10	501.16	297.68	225.09
FEX_0004024	368.00	445.00	167.00	257.00	2673.00	2274.00	1951.00	3723.00
FEX_0004025	3241.64	2777.06	2877.21	1756.76	3139.40	4708.32	3949.71	1061.71
FEX_0004026	2005.82	1782.51	2119.92	2036.18	1713.34	1755.56	2373.10	580.54
FEX_0004027	645.53	547.43	612.87	334.07	481.26	487.12	615.19	162.75
FEX_0004028	13.00	11.00	24.00	13.00	7.00	23.00	30.00	34.00
FEX_0004029	178.83	153.09	90.32	114.80	1619.62	696.90	638.86	1701.51
FEX_0004030	176.17	228.91	108.68	216.20	291.38	264.10	343.14	441.49
FEX_0004031	3.80	3.54	4.65	0.00	0.00	0.00	0.00	0.00
FEX_0004032	4.20	5.46	24.35	23.00	1.00	19.00	4.00	1.00
FEX_0004033	2.00	8.00	24.00	1.17	0.00	5.00	5.38	2.00
FEX_0004034	14.00	29.00	39.00	11.83	10.00	15.00	18.62	6.00
FEX_0004035	35.70	28.30	25.27	13.78	1275.03	307.30	168.42	1075.03
FEX_0004036	249.09	295.34	174.63	169.16	392.20	274.60	396.60	96.73
FEX_0004037	10.14	5.72	20.37	9.96	8.80	1.43	8.42	1.27
FEX_0004038	24.00	27.00	13.00	37.00	8.00	22.00	18.00	12.00
FEX_0004039	4045.77	3413.95	4673.00	3075.89	3281.00	4457.97	4563.98	2708.00
FEX_0004040	286.30	367.70	170.73	208.22	584.97	1129.70	581.58	467.97
FEX_0004041	0.00	2.00	1.00	0.00	0.00	6.00	2.00	3.00
FEX_0004043	8.00	9.00	2.00	10.00	162.00	74.00	67.00	141.00
FEX_0004044	162.63	137.30	190.67	72.60	992.50	883.25	331.78	455.68
FEX_0004045	980.37	1196.70	852.33	548.40	1579.50	1767.75	1913.22	1387.32
FEX_0004046	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004047	4.00	3.00	15.00	3.00	1.00	5.00	5.00	6.00
FEX_0004049	0.00	3.00	5.00	3.00	10.00	17.00	3.00	5.00
FEX_0004050	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004051	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0004052	0.00	0.00	4.00	1.00	1.00	3.00	0.00	0.00
FEX_0004053	205.00	173.00	113.00	164.28	702.85	349.00	344.54	2266.96
