Gene	OQ1	OQ2	OQ3	OQ4	YQ1	YQ2	YQ3	YQ4
FEX_0002345	7.00	1.00	0.00	1.92	5.00	4.00	0.00	4.00
FEX_0002346	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00
FEX_0002347	5.00	4.00	22.00	30.00	0.00	3.00	6.00	20.00
FEX_0002348	35.95	0.00	16.43	11.89	0.00	39.60	15.06	55.12
FEX_0002349	161.05	260.00	314.57	264.11	158.00	376.40	121.94	253.88
FEX_0002350	0.00	1.00	0.00	0.00	0.00	0.79	0.00	0.00
FEX_0002351	0.00	10.00	1.00	0.00	11.00	96.00	0.00	0.00
FEX_0002352	10.00	2.00	22.73	26.89	5.00	13.35	13.34	17.87
FEX_0002353	4.15	3.02	17.17	5.59	1.08	0.00	2.44	11.45
FEX_0002354	31.00	24.00	50.19	44.00	24.00	15.00	15.00	8.00
FEX_0002355	0.00	10.18	17.07	4.14	4.22	6.50	2.13	5.26
FEX_0002356	475.00	464.00	2755.00	2389.00	791.00	940.00	1269.00	799.00
FEX_0002357	716.00	345.00	301.00	220.00	315.00	400.00	185.00	313.00
FEX_0002358	3.00	1.00	6.00	0.00	3.00	0.00	0.00	3.00
FEX_0002359	28.00	24.74	67.24	24.79	59.40	74.38	22.00	54.10
FEX_0002360	1413.20	847.26	1369.76	690.21	1002.60	1117.62	403.00	1015.90
FEX_0002361	366.71	243.49	171.39	232.97	336.70	257.62	322.36	247.36
FEX_0002362	4.64	2.00	0.00	3.01	4.20	1.00	3.00	4.01
FEX_0002363	147.00	108.00	360.00	145.00	123.00	285.00	147.00	285.00
FEX_0002364	155.97	252.10	465.52	251.87	209.26	474.17	488.48	859.18
FEX_0002365	397.03	548.95	625.48	542.13	388.82	675.83	840.52	2001.82
FEX_0002366	868.48	494.78	274.49	487.46	982.35	668.47	638.82	949.82
FEX_0002367	56.52	68.22	65.51	128.54	93.65	79.53	57.18	63.18
FEX_0002368	35.00	8.00	0.00	11.00	23.00	20.00	9.00	23.00
FEX_0002369	72.00	50.00	169.00	101.00	61.00	81.00	51.00	41.00
FEX_0002370	490.00	422.00	215.00	369.00	566.00	350.00	438.00	457.00
FEX_0002371	2.00	15.00	43.00	8.00	7.00	14.00	22.00	23.00
FEX_0002372	3.00	1.00	4.00	1.00	0.00	0.00	0.00	0.00
FEX_0002373	1735.00	195.00	55.00	126.00	32.00	33.00	10.00	34.00
FEX_0002374	13.16	17.15	17.96	11.38	17.60	17.22	10.00	23.31
FEX_0002375	315.84	170.98	29.05	14.89	104.44	106.93	23.50	39.65
FEX_0002376	0.00	0.00	0.00	2.00	0.00	0.00	3.00	5.00
FEX_0002377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002378	14.00	9.12	32.01	19.00	11.00	5.23	8.00	15.00
FEX_0002379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002381	8.00	6.00	43.00	17.00	4.00	4.00	4.00	12.00
FEX_0002382	13.00	3.00	1.00	4.00	0.00	0.00	2.00	4.00
FEX_0002383	3.00	4.00	8.00	6.00	2.00	0.00	1.00	18.00
FEX_0002384	1.00	1.00	18.00	16.00	2.00	1.00	4.00	1.00
FEX_0002385	3.00	1.00	2.00	3.00	4.00	0.00	1.00	2.00
FEX_0002386	8.00	1.00	18.00	3.00	2.00	1.00	4.00	12.00
FEX_0002387	375.38	314.84	279.52	346.37	162.09	183.56	292.34	226.36
FEX_0002388	84.00	38.00	75.00	78.00	85.00	28.00	68.00	63.00
FEX_0002389	16.00	3.08	8.22	14.93	2.00	9.59	29.00	19.16
FEX_0002390	166.00	153.92	201.78	245.07	302.00	192.41	228.00	256.84
FEX_0002391	199.71	161.87	86.29	141.34	157.00	152.11	79.96	92.72
FEX_0002392	2.00	0.00	2.00	9.00	1.00	0.00	0.00	6.00
FEX_0002393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002394	4.00	1.00	8.00	2.00	4.00	2.00	0.00	0.00
FEX_0002395	5.00	0.00	8.00	4.00	1.00	4.00	0.00	1.00
FEX_0002396	29.00	9.00	18.00	13.00	12.00	9.00	10.00	11.00
FEX_0002397	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002398	1.00	2.00	0.00	0.00	0.00	0.00	7.00	0.00
FEX_0002399	2.00	2.00	7.00	8.00	6.00	2.00	9.00	26.00
FEX_0002400	3.00	3.00	14.00	0.00	3.00	1.00	0.00	13.00
FEX_0002401	3.00	2.00	3.00	1.00	1.00	3.00	3.00	6.00
FEX_0002402	7.00	3.00	7.00	0.00	6.00	5.00	1.00	8.00
FEX_0002403	43.29	11.13	37.72	7.66	0.00	6.89	8.04	53.28
FEX_0002404	2.00	2.00	8.00	2.00	1.00	2.00	1.00	2.94
FEX_0002405	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.06
FEX_0002406	0.00	0.00	0.00	0.00	0.00	0.00	1.00	5.00
FEX_0002407	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
FEX_0002408	0.00	1.00	2.00	0.00	1.00	0.00	0.00	6.00
FEX_0002409	38.17	54.89	44.80	61.13	207.73	45.04	300.31	121.41
FEX_0002410	1.00	8.00	3.00	5.00	1.00	2.00	1.00	2.00
FEX_0002411	788.83	790.11	537.20	1094.87	200.27	371.96	448.69	458.59
FEX_0002412	15.00	5.00	16.00	12.00	6.00	7.00	11.00	21.00
FEX_0002413	718.00	449.00	304.00	398.00	519.00	492.00	374.00	450.00
FEX_0002415	150.00	204.00	218.00	236.00	159.00	281.00	117.00	240.00
FEX_0002416	1.00	0.00	6.00	7.00	0.00	5.00	0.00	3.00
FEX_0002417	21.38	25.77	27.31	26.87	30.06	31.27	2.01	16.64
FEX_0002418	9.00	18.00	6.00	27.00	8.00	15.00	6.00	10.00
FEX_0002419	46.34	31.00	72.00	78.00	9.01	32.02	20.07	42.00
FEX_0002420	9507.00	6345.00	3413.21	3902.00	7785.00	7622.00	4255.99	9308.99
FEX_0002421	153.24	20.55	60.05	160.00	222.33	37.43	32.16	399.08
FEX_0002422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002423	223.76	109.45	418.95	321.00	183.67	288.57	182.11	437.10
FEX_0002424	4.15	1.13	1.10	2.23	3.40	7.59	10.28	3.31
FEX_0002425	911.85	850.25	538.27	662.62	516.44	991.98	789.12	860.28
FEX_0002426	585.77	411.62	280.90	443.15	578.62	458.44	302.80	392.14
FEX_0002427	1.23	0.00	0.00	0.00	2.55	0.00	1.10	0.00
FEX_0002428	1.00	2.00	0.00	2.00	0.00	0.00	0.00	2.00
FEX_0002429	661.25	806.53	539.37	726.97	473.14	630.18	666.37	727.77
FEX_0002430	1328.75	1428.47	959.63	1379.03	1487.86	1753.82	1185.63	1822.23
FEX_0002431	323.30	227.85	170.49	238.22	284.06	230.75	299.71	266.96
FEX_0002432	17.00	2.00	8.24	7.08	5.10	2.00	1.00	6.00
FEX_0002433	210.00	160.12	295.00	161.00	971.00	752.00	1689.01	969.37
FEX_0002434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002435	0.00	0.00	0.00	0.00	0.00	0.00	276.46	0.00
FEX_0002436	20.00	56.00	54.00	46.00	17.00	63.00	28.00	41.00
FEX_0002437	14.00	24.00	20.00	23.00	19.00	31.00	22.00	25.00
FEX_0002438	300.30	401.04	742.67	699.78	244.34	471.31	348.73	674.99
FEX_0002439	60.00	74.53	61.34	91.00	6.00	39.00	26.00	65.00
FEX_0002440	6.74	5.12	48.37	4.28	0.00	70.74	7.53	19.05
FEX_0002441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002442	1202.91	983.48	1404.94	845.65	1142.04	1496.29	840.36	1436.44
FEX_0002443	1393.59	907.31	891.10	1386.98	747.33	1086.35	1192.61	1234.86
FEX_0002444	665.53	524.26	386.69	605.88	463.41	542.37	462.61	445.71
FEX_0002445	3036.99	3503.68	2254.54	2894.33	3541.30	4024.73	2953.63	3918.76
FEX_0002446	754.01	801.32	407.46	515.67	427.70	634.27	436.37	520.24
FEX_0002447	51.00	68.00	430.00	351.00	14.00	24.00	174.00	13.00
FEX_0002448	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
FEX_0002449	131.00	104.00	252.00	120.00	186.00	237.00	98.00	166.00
FEX_0002450	1146.17	1049.56	911.72	1104.38	1722.21	2395.08	19285.78	2742.23
FEX_0002451	22.00	18.00	25.00	27.00	6.00	28.00	6.00	10.00
FEX_0002452	1131.47	1146.51	994.91	1093.74	1001.47	1029.24	775.33	1267.43
FEX_0002453	16.53	56.49	43.09	93.26	35.53	53.76	48.67	40.57
FEX_0002454	8.00	5.00	16.00	4.00	5.00	8.00	4.00	7.00
FEX_0002455	1.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
FEX_0002456	147.00	80.00	88.00	121.00	165.00	211.00	133.00	223.00
FEX_0002457	426362.63	81158.99	10841.06	15973.95	7652.61	27208.86	3982.69	25938.66
FEX_0002458	61.96	66.47	49.00	69.64	15.89	28.82	39.87	40.20
FEX_0002459	359.45	464.87	0.00	0.00	515.80	244.46	0.00	370.02
FEX_0002460	1124.16	1177.34	3540.65	2684.14	1184.58	1246.64	1557.97	1425.25
FEX_0002461	5615.81	2297.10	1014.29	1520.28	4302.11	3266.48	2994.48	3130.04
FEX_0002462	0.00	0.00	0.00	0.00	0.00	0.00	3.00	2.00
FEX_0002463	751.00	663.00	514.00	779.00	416.00	581.00	1042.00	620.00
FEX_0002464	1037.53	572.21	595.03	517.93	1068.12	1023.24	709.67	991.95
FEX_0002465	101.51	93.73	25.97	31.88	71.24	44.76	24.13	45.69
FEX_0002466	5.00	6.00	19.08	6.34	3.00	8.93	4.00	0.00
FEX_0002467	833.80	586.27	334.89	488.40	720.89	640.51	781.13	633.35
FEX_0002468	1387.95	1227.06	978.92	1095.85	877.65	1496.07	779.20	1187.36
FEX_0002469	65.89	54.59	37.44	39.23	99.14	81.52	123.97	83.58
FEX_0002470	417.11	381.41	312.56	475.77	222.86	287.48	252.03	357.42
FEX_0002471	0.00	0.00	0.00	1.00	0.00	1.00	0.00	2.00
FEX_0002472	23.02	23.00	22.00	31.00	8.00	33.00	7.00	26.00
FEX_0002473	633.00	617.82	649.74	609.86	661.78	1088.50	673.87	950.74
FEX_0002474	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0002476	5.62	2.00	8.91	4.07	0.00	0.00	0.00	6.00
FEX_0002477	5.72	2.03	7.05	8.01	1.00	5.01	3.03	14.14
FEX_0002478	75.07	53.99	34.90	0.00	95.04	72.72	8.81	39.65
FEX_0002479	168.74	151.18	126.13	129.06	131.02	178.31	104.97	121.71
FEX_0002480	20.99	44.04	54.82	65.36	28.30	29.27	29.79	39.10
FEX_0002481	13.94	4.88	3.56	14.29	3.01	4.01	2.42	6.15
FEX_0002483	23.00	1.00	7.00	0.00	0.00	2.00	0.00	3.00
FEX_0002484	1.00	1.01	1.00	2.00	2.00	2.20	2.00	2.81
FEX_0002485	3.00	1.00	2.00	0.00	1.00	1.00	0.00	2.01
FEX_0002487	668.65	375.89	216.57	351.44	558.20	532.61	372.20	364.42
FEX_0002488	293.76	539.30	463.14	559.26	300.50	541.73	426.46	433.33
FEX_0002489	2307.24	2302.70	1432.86	1992.74	2344.50	3118.27	2204.54	2620.05
FEX_0002490	1.00	2.00	0.00	5.00	1.00	0.99	0.00	0.00
FEX_0002491	44.89	34.88	16.30	37.68	56.66	51.76	35.68	37.96
FEX_0002492	681.11	455.12	193.70	331.32	382.34	372.24	407.32	331.04
FEX_0002493	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0002494	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002495	7.74	3.13	1.00	7.60	0.00	1.00	0.00	3.00
FEX_0002496	2.00	0.00	0.00	1.00	6812.00	1106.00	2160.00	1789.00
FEX_0002497	8.00	6.00	25.00	16.00	9.08	9.00	3.03	8.00
FEX_0002498	1.00	1.00	5.00	3.00	1.00	0.00	0.00	2.00
FEX_0002499	23.00	32.00	70.00	23.00	38.00	125.00	34.00	78.00
FEX_0002500	106.00	52.90	53.00	102.49	64.00	75.00	49.00	107.00
FEX_0002501	0.00	3.10	0.00	1.51	1.00	0.00	0.00	0.00
FEX_0002502	926.00	950.00	1242.00	970.00	555.00	998.00	633.00	889.00
FEX_0002504	0.00	1.00	4.84	0.00	3.00	1.00	1.53	2.00
FEX_0002505	4.00	5.00	7.16	10.00	3.00	3.00	1.47	9.00
FEX_0002506	1.00	0.00	19.00	5.00	19.00	19.00	11.00	8.00
FEX_0002507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002508	44.00	7.00	56.00	49.00	19.00	11.33	18.00	21.00
FEX_0002509	281.82	295.66	289.42	310.25	479.52	541.04	485.62	555.74
FEX_0002510	935.84	625.11	469.67	654.16	550.60	555.52	510.91	516.66
FEX_0002511	65.34	30.23	57.92	107.59	80.87	63.45	31.46	32.60
FEX_0002512	1939.00	1886.00	1969.00	1535.00	1828.00	2120.00	1187.00	1981.00
FEX_0002513	45.00	63.07	306.00	61.07	188.21	280.24	118.00	301.30
FEX_0002514	9.00	5.00	4.00	2.00	6.00	2.00	3.00	1.00
FEX_0002515	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002516	1.00	18.71	1.00	0.00	0.00	1.00	1.00	4.00
FEX_0002517	0.00	0.00	7.00	2.00	0.00	0.00	0.00	0.00
FEX_0002518	21.67	13.61	21.74	8.34	2.42	0.00	1.00	2.15
FEX_0002519	6.00	0.00	0.00	0.00	1.00	1.00	1.00	2.00
FEX_0002520	4.00	2.00	0.00	2.00	4.00	1.00	1.00	1.00
FEX_0002521	3.16	2.08	9.24	16.48	1.06	2.56	4.22	8.03
FEX_0002522	5.00	0.00	0.00	4.00	0.00	0.00	0.00	1.00
FEX_0002523	14.20	0.60	9.00	5.00	1.00	0.00	1.00	2.93
FEX_0002524	4.00	7.00	5.00	4.00	6.00	2.00	1.00	3.00
FEX_0002526	109.00	76.00	152.00	70.00	1283.00	1294.00	24860.00	1388.00
FEX_0002527	1959.01	1258.02	852.07	1186.38	1546.92	1236.38	2133.90	1205.48
FEX_0002528	442.09	466.41	659.20	496.87	614.66	1113.14	542.74	668.82
FEX_0002529	3486.75	3102.64	2798.20	3062.35	3343.94	4983.67	3482.15	4645.41
FEX_0002530	163.00	205.06	165.00	166.00	171.00	299.00	189.00	266.00
FEX_0002531	958.00	654.00	453.00	561.00	631.00	702.00	920.00	652.00
FEX_0002532	2.00	3.00	5.00	7.00	0.00	12.00	5.00	1.00
FEX_0002533	601.84	650.39	673.34	621.19	650.64	855.80	476.53	897.98
FEX_0002534	10.00	3.00	5.00	10.00	6.00	0.00	0.00	0.00
FEX_0002535	294.00	212.00	151.00	280.00	228.00	391.00	225.00	457.00
FEX_0002536	441.00	527.00	784.00	559.00	596.00	908.00	485.00	714.00
FEX_0002537	28.00	20.00	44.00	24.00	26.00	30.00	20.00	26.00
FEX_0002538	1133.94	826.61	666.17	817.81	511.36	643.20	535.19	702.02
FEX_0002539	24.00	23.00	31.00	29.00	36.00	53.00	33.00	36.00
FEX_0002540	25.00	16.00	7.00	9.45	9.00	5.25	8.07	16.00
FEX_0002541	0.00	3.78	0.14	0.00	0.00	0.00	0.00	0.00
FEX_0002542	9.42	10.22	7.86	13.08	0.00	17.75	6.93	5.51
FEX_0002543	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002544	1.00	1.00	3.00	0.00	2.00	0.00	0.00	4.39
FEX_0002545	3.58	0.00	0.00	1.47	6.00	0.00	0.00	4.11
FEX_0002546	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002547	20.00	6.00	14.00	19.00	3.00	0.00	2.00	4.00
FEX_0002548	101.08	49.05	49.49	76.54	67.37	28.29	16.32	119.88
FEX_0002549	12.54	4.00	12.95	20.73	8.00	0.98	0.00	3.99
FEX_0002550	2.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00
FEX_0002551	0.00	0.00	1.01	0.00	0.00	0.00	0.00	1.01
FEX_0002553	0.00	0.00	4.00	1.00	0.00	3.00	0.65	2.00
FEX_0002554	5.00	9.00	13.58	11.33	14.00	5.00	5.00	14.00
FEX_0002556	11.74	5.15	2.57	12.80	3.00	7.07	4.01	2.47
FEX_0002557	0.00	3.00	0.00	1.00	0.00	0.00	0.00	1.00
FEX_0002558	24.00	2.00	26.00	10.00	4.00	10.00	5.00	9.00
FEX_0002559	162.63	233.90	235.72	209.29	144.12	244.08	161.11	182.51
FEX_0002560	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0002561	2.29	2.02	1.33	1.05	1.03	1.00	0.00	3.77
FEX_0002562	17.00	14.00	11.00	2.00	3.00	2.00	0.00	3.00
FEX_0002563	3.00	1.00	1.00	2.07	1.00	0.00	0.00	2.00
FEX_0002564	0.00	1.01	1.01	0.00	1.00	3.00	1.00	1.00
FEX_0002565	33.00	4.00	10.00	10.00	7.00	2.07	7.00	14.00
FEX_0002566	3062.11	2269.07	1495.93	1711.99	2131.94	2931.90	2453.22	2609.28
FEX_0002567	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0002568	3.60	0.00	1.28	7.01	0.00	1.00	7.01	7.01
FEX_0002569	5.40	11.00	3.72	0.00	14.00	0.00	0.00	0.00
FEX_0002570	203.94	308.25	261.67	416.15	216.76	202.74	119.12	307.73
FEX_0002571	8.00	0.00	4.00	3.00	0.00	0.00	0.00	0.00
FEX_0002573	0.00	1.14	3.65	6.54	1.00	1.05	0.00	4.66
FEX_0002574	1.00	0.00	8.95	4.03	0.00	1.68	0.00	4.32
FEX_0002575	0.00	0.00	10.98	2.00	2.00	2.00	0.00	4.00
FEX_0002576	7.00	1.00	2.03	3.09	2.00	2.42	4.00	3.92
FEX_0002577	854.12	1342.92	1411.71	1203.98	2778.56	2829.19	1597.20	2269.40
FEX_0002578	295.42	62.51	374.72	228.16	113.85	538.20	86.73	662.93
FEX_0002579	27.94	8.00	29.40	13.00	6.34	7.00	7.01	40.88
FEX_0002580	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0002581	0.00	0.00	2.00	0.00	2.00	2.00	0.00	0.00
FEX_0002582	8.00	6.02	4.12	8.18	4.13	9.00	4.02	3.05
FEX_0002584	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0002585	0.00	6.00	16.00	9.04	17.00	16.03	0.00	5.00
FEX_0002586	14.74	5.09	5.78	14.46	2.00	2.00	1.51	0.00
FEX_0002587	27.70	10.01	19.74	10.79	30.73	41.51	1.38	65.29
FEX_0002588	1.00	1.97	2.00	0.00	0.00	0.00	0.00	4.92
FEX_0002589	0.00	4.00	0.00	2.00	0.00	1.00	1.00	0.00
FEX_0002590	3.00	0.00	1.00	0.00	0.00	1.00	0.00	1.08
FEX_0002591	118.93	47.35	143.82	119.48	47.86	54.09	43.57	111.61
FEX_0002592	0.00	1.00	2.00	7.00	0.00	3.00	2.00	3.00
FEX_0002593	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002594	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0002595	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002596	1.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
FEX_0002597	3.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00
FEX_0002598	4.00	195.00	114.00	19.01	1.00	13.38	35.00	170.00
FEX_0002599	823.78	781.67	1150.86	940.48	1038.01	1722.94	780.67	1407.86
FEX_0002600	902.22	731.33	431.14	1023.40	398.99	953.06	346.33	975.14
FEX_0002601	174.12	157.10	116.04	145.15	152.76	123.73	154.01	84.24
FEX_0002602	17.00	25.00	7.00	23.00	2.00	11.00	5.00	20.00
FEX_0002603	1.00	2.00	11.00	1.26	0.00	0.00	0.00	11.00
FEX_0002604	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002605	1.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00
FEX_0002606	0.00	0.00	1.12	0.00	4.00	2.13	0.00	0.00
FEX_0002607	2150.30	1463.63	1565.93	2352.17	2937.92	2603.18	4321.55	3198.56
FEX_0002608	607.70	350.00	389.70	367.67	353.52	336.56	666.82	366.93
FEX_0002609	0.00	1.37	65.37	7.16	32.57	40.27	56.63	34.50
FEX_0002610	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00
FEX_0002611	8.00	0.00	11.00	8.00	4.00	4.00	7.00	2.00
FEX_0002612	3.00	3.00	1.00	1.00	3.00	4.00	0.00	4.00
FEX_0002613	18.04	8.01	43.00	35.00	12.00	18.00	4.00	14.00
FEX_0002614	4.37	0.00	3.30	7.43	12.12	0.00	3.40	3.66
FEX_0002615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0002616	14.47	4.96	7.87	22.94	17.31	21.09	10.35	22.84
FEX_0002617	28.35	10.25	5.19	22.28	1.07	4.68	2.09	3.40
FEX_0002618	4.00	0.00	4.00	1.00	2.00	2.00	0.00	11.00
FEX_0002619	137.00	129.00	433.00	178.00	133.00	320.63	111.00	276.00
FEX_0002620	0.00	10.00	161.00	4.00	27.00	62.37	9.77	68.83
FEX_0002621	7.54	7.82	88.55	7.00	14.92	47.89	10.00	36.87
FEX_0002622	216.99	126.38	244.33	193.70	199.93	308.50	178.68	384.12
FEX_0002623	7.09	23.00	43.01	3.20	0.00	15.28	7.55	5.00
FEX_0002624	12.91	0.00	0.00	20.80	9.62	0.00	0.00	0.00
FEX_0002625	6.00	3.00	3.00	0.00	0.00	0.00	0.00	3.00
FEX_0002626	0.00	5.00	7.00	5.00	1.00	8.00	1.00	7.00
FEX_0002627	3.00	3.00	1.00	3.00	1.00	1.00	0.00	0.00
FEX_0002628	14.00	0.00	1.00	2.00	0.00	6.00	1.00	4.00
FEX_0002630	1.00	1.00	3.00	0.00	1.00	0.00	0.00	0.00
FEX_0002631	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002632	11.46	2.18	7.45	11.00	1.08	2.11	0.00	2.13
FEX_0002633	71.63	15.00	117.70	87.57	54.88	77.00	74.60	149.34
FEX_0002634	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002636	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002637	279.01	335.63	319.67	189.46	377.07	531.50	219.32	314.88
FEX_0002638	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002639	9.00	1.00	12.00	4.00	3.00	0.00	4.00	3.00
FEX_0002640	0.00	3.00	6.00	7.00	2.00	1.00	2.00	5.00
FEX_0002641	98.38	190.00	1674.48	483.71	133.30	257.00	533.12	177.00
FEX_0002642	5.62	0.00	22.52	6.29	12.81	0.00	25.40	0.00
FEX_0002643	0.00	0.00	0.00	0.00	0.89	0.00	2.48	0.00
FEX_0002644	3.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00
FEX_0002645	32.00	33.00	155.00	48.00	110.00	186.00	113.00	123.00
FEX_0002646	200.00	187.00	483.00	238.00	183.00	333.00	246.00	357.00
FEX_0002647	4.00	9.00	16.54	14.90	0.00	9.92	4.00	1.45
FEX_0002648	2.00	2.00	5.46	4.10	4.00	1.08	3.00	4.55
FEX_0002649	123.00	82.00	413.88	160.00	139.00	255.87	172.00	185.00
FEX_0002650	0.00	0.00	1.00	1.00	3.00	3.00	0.00	1.00
FEX_0002651	15.00	7.00	20.85	31.00	6.70	4.00	4.00	10.00
FEX_0002652	1.00	0.00	0.00	2.00	2.00	0.00	1.00	2.00
FEX_0002653	11.00	6.00	22.00	17.00	0.00	2.00	2.00	4.00
FEX_0002654	61.74	5.25	27.64	32.61	8.43	16.48	8.00	6.58
FEX_0002655	425.22	489.00	723.00	461.00	425.00	551.00	328.02	560.01
FEX_0002656	16.73	34.54	21.43	58.92	5.38	44.68	2.14	4.02
FEX_0002657	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0002658	11.50	9.06	10.90	7.18	2.00	2.76	3.00	6.33
FEX_0002659	18.64	77.43	35.13	37.93	9.58	7.00	11.99	14.26
FEX_0002660	57.98	13.05	18.17	56.35	4.57	4.10	5.00	4.00
FEX_0002661	0.00	1.00	6.24	1.37	1.00	2.59	1.00	3.72
FEX_0002662	52.00	34.02	15.05	37.00	31.00	57.00	158.60	124.10
FEX_0002663	194.57	169.41	128.43	240.22	75.57	152.44	54.52	161.71
FEX_0002664	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002665	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002667	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002668	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0002670	28.00	62.00	33.90	47.20	25.87	28.00	20.00	42.00
FEX_0002671	61.08	78.00	120.00	178.90	178.25	495.38	186.00	248.07
FEX_0002672	16.00	5.00	8.00	16.00	0.00	0.00	3.00	14.00
FEX_0002673	8.81	1.06	2.04	6.48	7.19	1.02	0.00	6.14
FEX_0002674	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
FEX_0002676	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002678	1.31	2.17	7.23	6.11	2.32	1.25	4.00	3.47
FEX_0002679	7.38	7.00	8.00	7.00	3.00	0.00	0.00	5.00
FEX_0002680	13.20	11.00	8.32	13.43	1.00	3.00	2.00	9.35
FEX_0002681	1.00	12.00	1.00	5.00	1.00	1.00	2.00	2.00
FEX_0002682	39.83	14.12	16.63	39.14	18.00	8.00	5.00	25.00
FEX_0002683	0.00	1.00	4.00	1.00	2.93	0.00	0.00	0.00
FEX_0002684	1.01	3.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0002685	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00
FEX_0002686	2.00	1.00	5.63	3.00	0.00	4.00	0.00	1.00
FEX_0002687	1.00	1.00	15.11	8.00	3.00	4.00	0.99	10.39
FEX_0002688	27.08	31.13	28.00	30.00	35.00	22.35	16.00	29.00
FEX_0002689	5.00	4.00	2.00	5.00	9.00	8.00	6.00	3.00
FEX_0002690	7.00	3.00	49.00	10.00	22.00	12.00	16.00	5.08
FEX_0002692	225.37	276.03	223.26	141.65	511.82	402.63	234.76	318.16
FEX_0002693	24.00	13.00	40.00	51.00	11.00	12.00	6.00	17.80
FEX_0002694	4.04	7.35	0.00	0.00	0.94	5.00	5.00	4.23
FEX_0002695	12.14	4.88	9.27	14.18	12.17	0.00	0.00	10.09
FEX_0002696	222.44	258.62	201.45	281.99	127.18	255.15	151.40	227.93
FEX_0002697	635.56	426.38	725.58	504.03	522.84	864.90	526.60	702.10
FEX_0002698	17.82	34.00	112.91	36.00	64.00	163.00	50.00	107.94
FEX_0002699	1309.00	1334.00	3193.00	1665.00	1882.00	2037.00	1157.00	1787.00
FEX_0002700	4.63	0.00	1.00	0.00	8.00	2.00	0.00	3.00
FEX_0002701	483.34	542.71	486.37	442.16	353.89	946.54	430.66	503.64
FEX_0002702	177.66	148.29	135.63	120.84	198.11	344.46	79.34	91.36
FEX_0002703	1372.32	1401.13	633.49	429.51	1006.30	742.08	1252.40	746.25
FEX_0002704	107.41	149.66	61.75	27.63	213.97	114.66	91.40	98.81
