Gene	YQ1	YQ2	YQ3	YQ4	YW2	YW3	YW4	YW5
FEX_0003952	293.79	503.54	182.16	435.54	631.58	295.79	259.25	260.09
FEX_0003953	570.44	652.43	377.78	583.69	756.81	584.00	668.66	544.33
FEX_0003954	98.44	172.47	144.21	259.25	390.51	299.05	269.94	192.86
FEX_0003955	0.00	0.00	0.00	0.00	744.75	267.46	280.91	443.94
FEX_0003956	71.21	146.50	60.97	80.57	216.51	65.05	43.52	205.74
FEX_0003957	13273.90	12460.96	4221.86	13697.95	1557.06	5230.35	2020.77	350.78
FEX_0003958	625.45	706.07	371.97	394.22	704.18	557.09	301.85	394.67
FEX_0003959	308.97	162.66	169.61	131.32	121.52	200.95	284.25	17.01
FEX_0003960	72.00	32.88	60.82	19.68	30.91	53.86	105.38	5.99
FEX_0003961	0.00	1.00	0.00	0.00	3.00	1.00	0.00	0.00
FEX_0003962	1.00	3.00	0.00	1.00	1.00	7.00	1.00	3.00
FEX_0003963	0.00	0.00	0.00	5.00	0.00	2.00	0.00	0.00
FEX_0003964	0.00	1.01	0.00	1.00	1.00	2.03	0.00	1.01
FEX_0003965	1.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00
FEX_0003966	23.67	73.66	34.82	47.89	106.18	80.84	18.10	31.94
FEX_0003967	4.12	1.00	0.00	5.97	4.00	7.95	3.16	5.00
FEX_0003969	2.00	0.00	1.00	1.00	0.00	8.01	2.00	11.00
FEX_0003970	104.97	118.78	54.00	176.39	289.44	99.18	58.67	87.69
FEX_0003972	3.71	14.98	14.02	22.03	43.05	69.15	28.03	3.01
FEX_0003973	0.00	0.00	0.00	0.00	4.00	0.00	2.00	1.00
FEX_0003974	0.00	0.00	0.00	6.00	0.00	0.00	0.00	3.23
FEX_0003975	0.00	0.00	0.00	1.00	2.00	0.00	1.00	0.00
FEX_0003976	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00
FEX_0003977	3.68	11.96	7.81	25.51	27.04	14.83	11.62	8.14
FEX_0003979	13.00	22.00	2.00	16.00	26.00	21.00	14.00	24.00
FEX_0003980	36.00	35.00	16.00	31.00	62.00	87.00	73.00	29.00
FEX_0003981	368.00	413.00	362.00	407.00	467.00	419.00	512.00	66.00
FEX_0003982	2.00	1.00	8.00	17.00	2.00	18.21	6.09	0.00
FEX_0003983	626.00	566.00	473.00	566.00	751.00	581.79	560.91	227.00
FEX_0003984	719.22	1123.83	490.42	996.07	2655.38	1254.01	1431.45	485.40
FEX_0003985	70.32	381.07	41.03	218.75	812.33	120.75	122.32	1140.20
FEX_0003986	2.11	9.04	2.06	13.16	5.01	12.37	30.17	10.19
FEX_0003988	9.94	0.00	0.00	0.00	0.00	0.44	0.00	0.00
FEX_0003989	277.42	445.07	341.50	428.81	374.28	433.47	282.25	266.48
FEX_0003990	9.76	0.00	3.00	2.00	3.50	1.70	1.88	2.00
FEX_0003991	7.67	15.27	3.76	13.25	6.54	4.44	1.61	5.21
FEX_0003992	653.57	698.73	474.24	587.75	757.96	541.86	407.51	254.79
FEX_0003993	8.00	20.00	7.00	9.00	20.00	37.00	30.00	14.00
FEX_0003994	17.34	21.27	9.09	23.07	30.19	33.45	41.16	14.05
FEX_0003995	26.00	32.00	10.00	30.00	52.00	20.00	60.00	33.00
FEX_0003996	86.00	103.00	111.00	117.00	232.00	152.00	163.00	107.00
FEX_0003997	26.39	33.36	14.88	7.43	21.53	14.92	7.53	19.91
FEX_0003998	110.85	180.93	95.87	122.00	318.46	250.45	160.45	271.22
FEX_0003999	6.00	31.00	9.00	15.00	23.00	37.00	58.00	26.00
FEX_0004000	9.00	19.41	7.25	26.19	25.00	22.00	21.08	18.00
FEX_0004001	0.00	0.00	0.00	3.29	22.35	28.93	28.52	3.04
FEX_0004002	71.00	111.00	39.00	55.71	232.82	186.84	100.48	111.28
FEX_0004003	456.50	874.89	404.99	742.40	1366.46	630.52	566.06	1027.47
FEX_0004004	263.00	308.00	175.00	357.00	562.00	813.00	550.04	538.00
FEX_0004005	144.00	366.00	157.00	232.00	658.00	368.00	322.00	461.00
FEX_0004007	56.54	103.84	60.10	57.83	227.73	119.11	144.96	140.31
FEX_0004008	7.46	7.16	2.90	20.17	7.27	3.89	6.04	4.69
FEX_0004009	0.00	8.00	3.00	5.00	7.00	5.00	3.00	6.00
FEX_0004010	9.00	16.00	7.00	13.00	24.00	5.00	21.00	17.00
FEX_0004011	18.00	42.00	28.00	23.00	39.00	58.00	25.00	67.00
FEX_0004012	4.43	4.76	4.32	10.39	16.22	13.64	4.61	28.01
FEX_0004014	0.00	0.00	0.00	0.00	4.47	0.00	0.00	17.36
FEX_0004015	0.00	3.00	1.00	0.00	0.00	3.00	4.00	0.00
FEX_0004016	8.00	10.00	14.00	9.00	46.00	26.00	20.00	49.00
FEX_0004017	117.50	158.80	54.84	141.71	195.52	73.25	56.19	131.65
FEX_0004018	91.52	136.12	73.66	146.36	219.78	160.00	157.00	66.00
FEX_0004019	1.00	4.00	8.00	6.00	6.00	2.00	3.00	5.00
FEX_0004020	4.00	5.00	8.00	3.00	11.00	6.00	4.00	3.00
FEX_0004021	1294.54	1193.10	821.74	1297.76	1106.20	1020.25	1293.70	240.08
FEX_0004022	2276.67	2423.48	1881.88	2382.05	2577.91	2748.59	2333.62	1833.83
FEX_0004023	580.27	558.31	352.73	459.83	785.10	501.16	297.68	225.09
FEX_0004024	1178.00	1751.00	1366.00	1570.00	2673.00	2274.00	1951.00	3723.00
FEX_0004025	8035.45	6256.25	4716.41	5642.83	3139.40	4708.32	3949.71	1061.71
FEX_0004026	2253.78	1661.40	1225.66	1230.17	1713.34	1755.56	2373.10	580.54
FEX_0004027	525.77	541.33	450.11	442.00	481.26	487.12	615.19	162.75
FEX_0004028	18.00	11.01	24.00	17.00	7.00	23.00	30.00	34.00
FEX_0004029	369.73	970.29	554.85	727.24	1619.62	696.90	638.86	1701.51
FEX_0004030	43.27	52.71	71.15	155.76	291.38	264.10	343.14	441.49
FEX_0004031	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004032	7.00	2.00	7.00	7.00	1.00	19.00	4.00	1.00
FEX_0004033	1.00	4.00	0.00	7.00	0.00	5.00	5.38	2.00
FEX_0004034	6.00	5.00	1.00	4.00	10.00	15.00	18.62	6.00
FEX_0004035	344.97	662.77	344.58	552.63	1275.03	307.30	168.42	1075.03
FEX_0004036	195.19	239.63	266.54	270.54	392.20	274.60	396.60	96.73
FEX_0004037	6.81	1.38	6.51	2.47	8.80	1.43	8.42	1.27
FEX_0004038	1.00	3.00	5.00	15.00	8.00	22.00	18.00	12.00
FEX_0004039	5149.00	4206.99	4361.96	3752.99	3281.00	4457.97	4563.98	2708.00
FEX_0004040	300.03	324.23	199.42	347.37	584.97	1129.70	581.58	467.97
FEX_0004041	0.00	0.00	3.00	1.00	0.00	6.00	2.00	3.00
FEX_0004043	58.00	42.00	80.00	98.00	162.00	74.00	67.00	141.00
FEX_0004044	1869.25	1527.24	920.44	1452.13	992.50	883.25	331.78	455.68
FEX_0004045	1001.75	1373.76	1000.56	1233.87	1579.50	1767.75	1913.22	1387.32
FEX_0004046	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004047	3.00	7.00	3.00	14.00	1.00	5.00	5.00	6.00
FEX_0004049	3.00	2.00	14.00	8.00	10.00	17.00	3.00	5.00
FEX_0004050	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004051	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0004052	1.00	2.00	1.00	2.00	1.00	3.00	0.00	0.00
FEX_0004053	228.28	367.27	130.00	254.00	702.85	349.00	344.54	2266.96
FEX_0004054	7.00	9.00	4.00	22.00	8.00	34.00	8.00	9.00
FEX_0004055	0.00	0.00	0.00	0.00	4.67	0.00	0.00	0.00
FEX_0004056	8.00	5.00	5.00	5.00	2.33	12.00	19.00	13.00
FEX_0004057	502.82	634.28	351.17	417.85	688.28	994.15	776.79	718.90
FEX_0004058	63.90	208.45	69.83	177.15	487.92	169.85	250.21	415.14
FEX_0004059	8.00	48.01	26.00	26.00	33.00	33.00	30.00	23.00
FEX_0004060	7892.76	9149.01	102261.36	7744.04	10697.32	14564.67	7455.71	4165.56
FEX_0004061	4362.24	7468.99	4901.64	10548.96	17011.68	8376.33	8798.29	4957.44
FEX_0004062	1.00	3.00	0.00	0.00	5.00	10.00	14.00	3.00
FEX_0004063	105.00	373.00	51.00	116.00	246.00	180.00	334.00	570.00
FEX_0004064	0.00	3.00	0.00	0.00	0.00	2.00	0.00	0.00
FEX_0004065	77.00	141.00	92.00	106.00	170.00	104.00	61.00	54.00
FEX_0004066	1.00	1.00	2.00	0.00	0.00	1.00	0.00	1.00
FEX_0004067	47.00	65.00	30.00	50.00	82.00	136.00	84.00	67.00
FEX_0004068	256.19	566.12	173.25	206.72	802.02	807.60	636.16	683.73
FEX_0004069	5.00	22.00	14.00	14.00	84.00	18.00	9.00	64.00
FEX_0004070	10.00	24.00	8.00	16.00	49.30	54.00	23.00	34.11
FEX_0004071	46.81	68.89	29.75	37.28	29.68	40.40	66.84	5.16
FEX_0004072	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0004073	0.45	0.00	0.00	0.00	1.76	0.00	0.00	0.00
FEX_0004075	130.01	102.00	93.00	85.01	72.00	117.00	119.00	62.00
FEX_0004076	9.16	13.98	9.48	14.45	14.12	17.72	18.53	19.55
FEX_0004077	317.34	316.81	290.45	236.14	255.86	174.59	148.58	244.09
FEX_0004078	56.03	29.08	19.00	49.00	27.00	62.00	40.02	37.07
FEX_0004079	20.81	57.00	5.96	89.28	2.12	0.30	13.80	0.32
FEX_0004080	1325.00	7286.00	1270.00	10325.00	390.00	916.00	1003.00	85.00
FEX_0004081	1607.55	1889.32	1352.54	1613.12	2545.84	1874.00	1667.86	1085.77
FEX_0004082	11.04	32.15	50.04	54.00	66.00	43.68	24.00	55.97
FEX_0004083	38.98	37.09	29.49	42.72	36.35	49.81	104.42	44.94
FEX_0004084	81.64	151.91	91.51	107.71	113.65	125.38	278.58	30.06
FEX_0004085	753.00	362.00	1172.00	467.00	342.00	1207.00	694.00	673.00
FEX_0004086	211.59	840.11	126.94	196.56	736.01	339.18	405.45	60.37
FEX_0004087	2418.00	6014.00	2305.00	8501.00	10644.00	7200.00	7457.00	1826.64
FEX_0004088	3.00	5.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0004089	48.00	32.00	180.00	43.00	48.00	92.00	44.00	32.00
FEX_0004090	60.57	78.12	231.43	98.39	113.90	114.34	109.52	140.60
FEX_0004091	540.20	429.01	339.88	536.41	593.50	376.34	492.18	167.63
FEX_0004092	268.00	741.00	126.00	689.00	424.00	281.00	185.00	192.00
FEX_0004093	24.00	116.00	40.00	83.00	110.00	26.00	22.00	159.00
FEX_0004094	44.00	102.00	46.30	85.00	87.00	96.00	94.68	108.38
FEX_0004095	0.00	0.00	1.70	0.00	0.00	0.00	10.32	1.62
FEX_0004096	19.00	34.00	15.00	23.00	41.00	14.00	20.00	57.00
FEX_0004097	0.00	0.00	5.07	36.09	0.00	15.17	16.03	20.46
FEX_0004098	1502.62	1342.00	562.40	2304.67	960.00	1131.45	602.61	739.54
FEX_0004099	1438.78	1279.70	922.26	1099.25	1185.07	1132.08	1011.81	386.97
FEX_0004100	4163.38	4636.00	2483.53	3175.25	864.00	3606.39	1207.36	1293.00
FEX_0004101	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004102	4976.00	9056.00	8203.00	8865.00	9593.00	7378.00	6196.00	4177.00
FEX_0004103	1.00	1.00	0.00	3.00	1.00	13.00	1.00	3.00
FEX_0004104	0.00	4.00	4.00	5.00	2.00	4.00	1.68	1.00
FEX_0004105	0.00	0.00	0.00	0.00	0.00	0.00	10.32	0.00
FEX_0004106	27.00	43.00	42.00	23.00	77.00	112.00	86.00	108.00
FEX_0004107	2.00	11.00	6.00	8.00	23.00	12.00	4.00	30.00
FEX_0004108	10429.00	23326.00	7352.00	22967.00	4419.00	6372.00	3336.00	2531.00
FEX_0004109	10.00	1.01	0.00	10.00	0.00	0.00	5.00	0.00
FEX_0004110	631.24	448.08	399.13	596.87	1109.45	1335.38	602.21	1544.16
FEX_0004111	5865.73	6735.92	3707.87	4630.13	10589.55	8652.62	6532.79	10545.84
FEX_0004112	0.00	1.00	0.00	0.00	0.00	0.00	2.00	0.00
FEX_0004113	0.00	1.00	0.00	1.00	0.00	1.00	0.00	1.17
FEX_0004114	0.00	0.00	0.00	2.00	0.00	2.00	5.01	0.00
FEX_0004115	3.53	1.00	2.00	7.29	0.00	7.41	9.41	2.30
FEX_0004116	0.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0004117	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00
FEX_0004118	15.87	13.48	7.21	17.37	4.10	20.45	12.47	3.93
FEX_0004120	4.11	5.98	5.35	15.43	1.11	27.56	19.63	2.60
FEX_0004121	121.02	239.00	105.00	206.06	533.00	179.03	182.01	193.17
FEX_0004122	2050.00	2343.00	1766.00	2297.00	2215.00	1976.13	1742.00	1517.00
FEX_0004123	0.00	2.00	1.51	4.35	0.00	0.00	3.00	0.00
FEX_0004124	2.00	3.01	0.00	1.07	0.00	0.00	4.00	0.00
FEX_0004125	1.00	6.00	8.00	65.14	0.00	3.00	0.00	2.00
FEX_0004126	1.01	4.00	0.00	2.00	8.35	8.01	4.00	2.11
FEX_0004127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004128	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004129	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0004130	0.00	2.34	3.02	1.21	0.00	0.00	4.00	3.00
FEX_0004131	2.09	3.00	1.00	2.07	4.00	11.28	7.12	2.00
FEX_0004132	0.00	0.00	14.00	34.00	2.00	0.00	0.00	0.00
FEX_0004133	1.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00
FEX_0004134	93.85	42.60	68.86	63.63	75.65	55.10	172.38	39.95
FEX_0004135	1.00	1.00	0.00	5.18	0.00	3.82	2.03	1.99
FEX_0004136	393.00	613.94	403.21	304.67	699.11	616.59	595.57	424.17
FEX_0004137	41.69	43.10	30.34	30.05	75.62	39.46	74.75	35.21
FEX_0004138	102.71	182.83	139.61	107.12	173.60	104.66	382.27	98.38
FEX_0004139	2.00	2.00	4.04	0.00	0.00	1.00	4.00	0.00
FEX_0004140	1.00	0.00	1.00	2.48	3.13	2.00	4.00	0.00
FEX_0004141	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0004142	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004143	0.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00
FEX_0004144	0.00	1.00	0.00	1.00	0.00	5.00	5.00	3.00
FEX_0004145	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004146	667.00	570.00	649.00	546.00	525.00	675.00	1048.00	205.00
FEX_0004147	521.03	305.00	337.03	364.03	244.00	293.00	397.02	68.01
FEX_0004148	444.93	943.90	578.40	739.48	1927.10	1239.88	1642.29	761.38
FEX_0004149	567.07	696.10	500.83	631.52	708.90	711.11	849.71	211.62
FEX_0004150	1394.82	2030.87	1377.65	1621.36	2651.78	2264.00	1908.00	1275.60
FEX_0004151	518.29	936.87	453.67	1032.01	2113.63	1125.66	981.63	2943.47
FEX_0004152	109.00	143.00	58.00	134.00	201.00	148.00	133.00	162.00
FEX_0004153	1.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0004154	375.31	434.46	444.79	450.36	403.12	260.52	288.64	247.54
FEX_0004155	891.69	1109.54	780.21	1045.64	1969.88	1389.48	2160.43	791.46
FEX_0004156	14.00	41.91	21.00	43.00	50.00	32.93	30.88	40.00
FEX_0004157	265.76	701.69	379.63	477.30	730.48	506.28	422.77	360.78
FEX_0004158	197.05	346.47	219.83	323.58	447.42	403.05	556.87	191.77
FEX_0004159	727.37	1051.84	583.24	686.84	1127.67	888.72	1426.56	395.45
FEX_0004160	0.00	0.00	0.08	0.00	0.00	3.12	6.39	0.00
FEX_0004161	5.82	2.00	5.22	2.13	7.48	12.84	2.20	0.00
FEX_0004162	0.00	0.00	0.00	2.15	0.00	0.00	7.22	2.00
FEX_0004163	50.00	76.00	43.00	62.00	53.00	101.00	42.00	13.00
FEX_0004164	131.76	188.72	73.49	182.01	276.31	104.17	149.37	41.61
FEX_0004165	84.80	18.31	18.32	37.21	56.02	83.16	195.59	17.99
FEX_0004166	43.60	86.32	38.39	53.75	106.02	39.45	70.31	51.95
FEX_0004167	1070.13	1357.03	1268.53	1742.28	2278.17	1424.99	1254.16	955.36
FEX_0004168	850.50	1135.61	930.01	1031.53	1172.60	1102.38	773.09	431.14
FEX_0004169	3.00	4.00	0.00	0.00	2.00	1.00	0.00	3.00
FEX_0004170	3.00	2.00	0.00	2.00	0.00	3.00	1.00	1.00
FEX_0004171	12.35	2.84	7.84	4.38	2.00	5.98	1.60	0.00
FEX_0004172	3.00	0.00	1.00	1.00	0.00	1.00	0.00	1.00
FEX_0004173	0.00	0.00	2.21	2.22	0.00	0.00	1.18	2.21
FEX_0004175	0.00	3.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0004177	11.00	5.00	8.00	8.79	7.00	32.00	29.99	12.00
FEX_0004178	0.00	0.00	6.00	1.00	6.00	1.00	0.00	0.00
FEX_0004179	1.00	7.00	0.00	13.29	4.00	2.00	7.00	3.04
FEX_0004180	2526.85	818.30	690.46	1221.16	381.63	954.44	970.72	75.09
FEX_0004181	12.00	10.00	1.00	4.00	18.00	2.00	5.00	13.00
FEX_0004182	991.54	1062.00	587.69	892.80	947.08	1209.64	1058.46	204.21
FEX_0004183	733.52	772.00	582.31	965.38	1223.92	959.36	900.75	316.88
FEX_0004184	58.00	41.00	56.06	47.00	63.00	65.11	63.00	18.00
FEX_0004185	608.00	666.00	606.00	774.00	981.00	2102.00	1825.00	252.00
FEX_0004186	0.00	13.00	0.00	3.00	5.00	6.00	14.00	7.00
FEX_0004187	307.97	580.19	257.20	577.90	983.76	454.02	511.56	1423.87
FEX_0004188	111.73	241.51	77.38	232.81	497.34	119.66	105.15	638.77
FEX_0004189	67.00	42.13	67.44	51.19	38.43	101.31	74.64	13.23
FEX_0004190	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004191	2.00	0.00	0.00	3.93	0.00	0.00	0.00	0.00
FEX_0004192	11.52	5.00	0.00	8.00	21.84	12.00	18.00	19.49
FEX_0004193	0.00	0.00	10.99	0.00	0.00	0.00	14.69	0.00
FEX_0004194	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.34
FEX_0004196	381.00	414.00	306.00	453.00	456.00	350.00	253.00	151.00
FEX_0004197	44.50	12.54	15.98	24.63	9.15	33.51	21.01	13.00
FEX_0004198	0.00	0.00	1.00	1.00	0.00	2.00	1.00	0.00
FEX_0004199	22.00	32.00	16.00	36.00	67.00	27.00	20.00	52.00
FEX_0004200	23.81	65.86	109.62	36.65	77.89	39.69	18.19	37.15
FEX_0004201	29.00	112.14	111.38	75.35	90.11	69.31	17.60	34.44
FEX_0004202	750.00	1417.00	573.00	2754.24	1434.13	2061.00	2471.00	144.04
FEX_0004203	2.18	0.00	2.11	4.49	8.21	4.07	2.09	0.00
FEX_0004204	226.08	313.80	188.96	295.86	455.68	569.04	414.37	386.97
FEX_0004205	8.82	46.46	0.00	47.54	97.33	32.02	17.38	43.25
FEX_0004206	76.00	90.01	157.00	44.02	96.84	126.03	46.00	138.06
FEX_0004207	4453.39	4322.00	5142.14	4977.14	9270.04	7859.81	8262.24	5564.19
FEX_0004208	386.61	503.00	531.86	641.86	863.96	333.19	371.49	337.81
FEX_0004209	5.33	0.00	0.00	0.00	0.00	4.44	2.24	6.80
FEX_0004210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004211	131.68	131.31	271.69	220.56	327.81	212.68	239.76	186.85
FEX_0004212	432.02	430.12	575.26	441.67	318.98	276.06	290.01	82.53
FEX_0004213	549.21	534.75	643.14	485.89	405.06	570.09	406.61	80.89
FEX_0004214	2426.37	2079.49	1572.27	2314.89	2269.20	2298.75	2479.31	448.99
FEX_0004215	897.40	857.33	599.63	861.04	756.95	706.61	731.15	107.94
FEX_0004216	2.00	1.00	2.00	11.01	5.01	17.01	18.05	8.02
FEX_0004217	2.00	0.00	2.00	1.00	3.00	7.00	10.00	5.00
FEX_0004219	1.00	9.00	9.00	9.00	1.00	15.00	25.00	7.00
FEX_0004220	7.80	68.02	49.77	104.02	89.66	34.83	33.84	100.73
FEX_0004221	155.20	284.98	427.23	179.98	606.34	528.17	343.16	628.27
FEX_0004222	1.00	2.00	1.00	5.00	1.00	7.00	3.00	4.00
FEX_0004223	1.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00
FEX_0004224	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004225	0.00	0.00	1.00	0.00	2.00	0.00	1.00	0.00
FEX_0004226	1524.50	1798.30	646.48	1864.68	1150.05	894.39	549.20	466.55
FEX_0004227	980.52	1586.54	3971.14	1376.69	2060.91	1385.19	1300.21	587.84
FEX_0004228	2147.57	3374.56	2270.83	3307.55	5115.60	3076.71	3288.35	1823.12
FEX_0004229	188.09	276.58	170.31	226.16	457.93	244.65	227.88	459.29
FEX_0004230	1617.83	1911.63	1742.93	1718.60	2218.52	1746.73	1895.36	834.88
FEX_0004231	69.57	108.71	113.00	85.36	165.55	109.59	107.00	39.00
FEX_0004232	1016.78	894.09	801.11	727.41	1006.14	1185.32	1400.09	294.64
FEX_0004233	393.22	370.97	427.91	408.11	454.86	480.68	649.97	93.37
FEX_0004234	5.00	5.00	5.00	15.00	19.00	20.00	3.00	20.00
FEX_0004236	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00
FEX_0004237	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0004238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004239	6.00	2.49	6.54	17.89	9.18	9.51	2.17	2.86
FEX_0004241	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0004242	2.00	3.00	5.00	5.00	0.00	11.00	4.00	1.00
FEX_0004243	14.07	20.00	27.00	0.00	30.00	68.00	42.00	29.00
FEX_0004244	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004245	3.00	1.00	0.00	1.00	0.00	3.00	3.00	4.00
FEX_0004246	28.93	0.00	0.00	22.00	0.00	0.00	0.00	0.00
FEX_0004247	15.00	14.00	24.00	16.00	17.00	29.00	23.00	27.00
FEX_0004248	23.00	9.00	115.00	12.00	6.00	29.00	56.00	24.00
FEX_0004249	0.00	1.00	0.00	4.00	0.00	4.00	0.00	4.00
FEX_0004250	2.00	1.00	0.00	2.00	2.00	0.00	0.00	0.00
FEX_0004251	715.66	779.68	735.70	746.28	1638.31	1031.57	654.58	592.37
FEX_0004252	4.64	1.00	1.00	3.33	1.00	1.00	0.00	1.00
FEX_0004253	223.30	149.74	189.92	153.79	171.56	160.81	263.23	30.20
FEX_0004254	599.70	935.26	915.08	655.21	863.44	836.19	590.77	302.80
FEX_0004256	0.00	0.00	2.00	0.00	2.00	0.00	0.00	1.00
FEX_0004257	5.00	13.00	14.00	30.00	29.00	52.00	37.00	1.00
FEX_0004258	105.00	212.00	88.00	150.00	345.00	165.00	88.00	290.00
FEX_0004259	474.97	328.34	45.51	135.29	61.54	60.46	42.44	4.13
FEX_0004260	0.00	4.20	3.89	1.18	0.00	0.00	2.68	14.19
FEX_0004261	325.03	358.46	1077.59	270.53	402.46	302.54	119.88	87.68
FEX_0004262	1890.65	2260.10	1945.20	1824.87	3141.97	2604.30	2113.56	704.48
FEX_0004263	8502.39	6567.94	5866.80	9588.37	5387.03	4961.02	2961.58	1419.79
FEX_0004264	22.00	35.00	10.00	30.00	80.00	12.00	7.00	63.00
FEX_0004265	190.04	276.46	196.33	191.06	356.85	238.24	277.63	163.60
FEX_0004266	163.96	167.54	98.67	100.94	229.15	95.76	109.37	212.40
FEX_0004267	0.00	20.47	0.00	68.33	191.01	8.81	43.97	92.19
FEX_0004268	3409.03	4337.16	3740.15	3936.77	4410.21	3987.62	4513.95	1563.64
FEX_0004269	1861.61	2430.09	1973.98	2784.89	2935.64	2261.58	1825.10	815.40
FEX_0004270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0004271	306.65	90.82	42.36	0.00	41.33	256.73	539.20	31.68
FEX_0004272	776.94	878.88	711.53	835.64	1077.94	921.27	877.04	167.81
FEX_0004273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	96.74
FEX_0004274	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00
FEX_0004275	2945.00	1824.00	1681.00	1855.00	761.00	1669.00	1605.00	135.00
FEX_0004276	0.00	0.00	0.00	1.00	0.00	5.00	9.00	2.00
FEX_0004277	338.00	285.00	266.00	475.00	363.00	355.00	379.00	126.00
FEX_0004278	225.53	176.25	109.30	227.98	152.57	82.03	150.33	6.28
FEX_0004279	49.92	42.00	6.00	59.91	18.00	14.00	51.00	22.00
FEX_0004280	538.99	559.13	436.43	601.55	477.87	638.44	1009.61	135.46
FEX_0004281	0.00	2.00	1.00	0.00	0.00	3.00	2.00	4.00
FEX_0004282	12.08	4.00	11.00	16.09	4.00	11.00	14.00	9.00
FEX_0004283	236.60	273.34	223.54	280.07	429.21	390.29	374.99	105.19
FEX_0004284	36.04	86.31	60.41	71.34	108.83	113.10	171.28	2.02
FEX_0004285	0.00	9.48	0.00	0.00	4.81	3.70	0.00	0.00
FEX_0004286	916.00	1057.00	683.00	1068.00	1242.00	1231.00	989.00	772.00
FEX_0004287	299.00	417.00	198.00	420.00	568.01	384.00	318.00	337.00
FEX_0004288	707.59	909.45	512.64	653.68	1288.83	777.98	699.41	315.07
FEX_0004289	192.41	260.65	125.03	220.93	294.25	258.03	376.25	183.00
FEX_0004290	408.59	504.35	487.97	597.07	1131.75	557.97	554.75	332.00
FEX_0004291	1632.54	2574.52	1910.16	2991.67	4672.68	3570.37	3370.67	1196.62
FEX_0004292	633.82	811.30	547.67	552.91	695.66	781.64	686.79	395.69
FEX_0004293	1242.18	1019.82	1164.82	1031.40	945.14	1402.76	1995.40	188.42
FEX_0004294	11905.22	5707.99	3784.94	6634.88	3608.22	5836.85	5058.96	783.08
FEX_0004295	2547.78	1861.01	1701.06	1936.52	1675.78	1870.15	2618.04	381.92
FEX_0004296	60.00	104.00	363.00	83.00	48.00	72.00	38.00	78.00
FEX_0004297	206.18	102.27	28.03	54.70	154.49	311.30	351.39	51.81
FEX_0004298	2261.43	2241.53	2953.36	2172.97	1890.19	3212.68	4577.30	875.61
FEX_0004299	293.39	743.20	361.61	1096.33	1834.32	529.01	440.32	1472.64
FEX_0004300	306.00	308.00	246.00	283.00	332.00	433.00	628.00	90.00
FEX_0004301	33.00	100.02	31.00	90.00	152.00	40.00	66.00	29.06
FEX_0004302	574.94	784.19	328.12	688.46	989.28	367.58	351.18	599.55
FEX_0004303	2260.36	1729.54	1700.89	1839.07	1698.02	3000.32	3942.68	460.68
FEX_0004304	199.11	265.96	79.13	210.07	192.26	179.49	104.52	47.20
FEX_0004305	189.37	262.52	75.19	208.43	293.51	278.79	181.16	103.98
FEX_0004306	229.19	376.98	268.00	347.41	459.99	336.54	307.08	119.99
FEX_0004307	636.84	810.95	582.37	650.65	1144.76	1078.83	1212.73	388.62
